customer_id,customer_name,frequency,monetary,frequency_segment,spend_segment
CUST-00144,Ekaja Venkatesh,2,4089.27,Occasional,Low
CUST-00094,Saanvi Vig,2,3879.7,Occasional,Low
CUST-00230,Tanvi Narayan,2,3697.41,Occasional,Low
CUST-00199,Aarnav Sastry,1,3683.3,One-Time,Low
CUST-00089,Zarna Mitra,1,3676.0,One-Time,Low
CUST-00008,Warhi Bhatnagar,1,3645.01,One-Time,Low
CUST-00470,Jagrati Raghavan,2,3578.3,Occasional,Low
CUST-00305,Netra Karan,2,3289.31,Occasional,Low
CUST-00142,Sai Vala,1,2291.64,One-Time,Low
CUST-00042,Gaurangi Bhasin,2,2060.17,Occasional,Low
CUST-00106,Rajata Balakrishnan,1,99.93,One-Time,Low
CUST-00273,Yamini Handa,1,85.83,One-Time,Low
CUST-00011,Wakeeta Choudhary,0,0.0,One-Time,Low
CUST-00013,Ekani Bose,0,0.0,One-Time,Low
CUST-00027,Ekta Arora,0,0.0,One-Time,Low
CUST-00037,Chatresh Kohli,0,0.0,One-Time,Low
CUST-00057,Yahvi Varkey,0,0.0,One-Time,Low
CUST-00065,Ishita Bail,1,0.0,One-Time,Low
CUST-00088,Ekantika Chacko,0,0.0,One-Time,Low
CUST-00090,Gaurang Sagar,0,0.0,One-Time,Low
CUST-00122,Nathan Swamy,1,0.0,One-Time,Low
CUST-00130,Hritik Dugar,0,0.0,One-Time,Low
CUST-00133,Vanya Ramachandran,0,0.0,One-Time,Low
CUST-00137,Chaitanya Narayan,0,0.0,One-Time,Low
CUST-00141,Warda Prakash,1,0.0,One-Time,Low
CUST-00191,Falguni Lall,0,0.0,One-Time,Low
CUST-00198,Bahadurjit Pandya,0,0.0,One-Time,Low
CUST-00212,Parth Sur,0,0.0,One-Time,Low
CUST-00232,Deepa Bajwa,0,0.0,One-Time,Low
CUST-00263,Harish Seshadri,0,0.0,One-Time,Low
CUST-00281,Manthan Rama,0,0.0,One-Time,Low
CUST-00304,Tripti Kaur,1,0.0,One-Time,Low
CUST-00308,Anvi Oza,0,0.0,One-Time,Low
CUST-00311,Tanmayi Sathe,1,0.0,One-Time,Low
CUST-00315,Nathan Bhatnagar,0,0.0,One-Time,Low
CUST-00319,Krish Thakur,0,0.0,One-Time,Low
CUST-00327,Aarini Goda,0,0.0,One-Time,Low
CUST-00341,Aashi Gade,0,0.0,One-Time,Low
CUST-00346,Mohammed Mander,1,0.0,One-Time,Low
CUST-00357,Advaith Sen,0,0.0,One-Time,Low
CUST-00366,Girik Srivastava,1,0.0,One-Time,Low
CUST-00418,Anay Swamy,0,0.0,One-Time,Low
CUST-00420,Vasana Dora,0,0.0,One-Time,Low
CUST-00438,Isha Tak,0,0.0,One-Time,Low
CUST-00460,Dayita Suri,0,0.0,One-Time,Low
CUST-00475,Indira Morar,0,0.0,One-Time,Low
CUST-00484,Mitali Seth,0,0.0,One-Time,Low
CUST-00486,Faraj Nayak,0,0.0,One-Time,Low
CUST-00495,Atharv Dar,0,0.0,One-Time,Low
