customer_id,customer_name,email,phone,city,state,country,registration_date,customer_type,email_valid
CUST-00209,Umang Shetty,aradhanatailor@example.net,911167881176.0,Anantapuram,Uttar Pradesh,Cameroon,2024-06-13,VIP,True
CUST-00210,Warda Yadav,atrivedi@example.org,9329765784.0,Panihati,Meghalaya,Tanzania,2021-12-22,PREMIUM,True
CUST-00211,Devansh Das,jmangal@example.net,9914896730.0,Bidhannagar,West Bengal,Togo,2025-11-23,REGULAR,True
CUST-00212,Parth Sur,pranit91@example.net,9270125751.0,Aligarh,Sikkim,Russia,2023-10-18,PREMIUM,True
CUST-00213,Ikbal Bedi,barmanpahal@example.net,919827068563.0,Kanpur,Arunachal Pradesh,Singapore,2023-05-08,VIP,True
CUST-00214,Yachana Aggarwal,rachana78@example.org,910331232498.0,Amroha,Mizoram,Slovakia,2018-01-14,REGULAR,True
CUST-00215,Hemani Gokhale,iyengartheodore@example.org,910184654853.0,North Dumdum,Uttarakhand,Iran,2018-11-07,REGULAR,True
CUST-00216,Logan Murty,koak@example.net,9419179469.0,Ozhukarai,West Bengal,Serbia,2019-08-21,VIP,True
CUST-00217,Manthan Shere,tara08@example.org,913707770491.0,Pudukkottai,Uttarakhand,Haiti,2025-06-01,VIP,True
CUST-00218,Ekavir Mukherjee,yvarty@example.net,6339253310.0,Dewas,Tripura,Swaziland,2023-01-02,REGULAR,True
CUST-00219,Chasmum Khanna,yatan91@example.org,4757254061.0,Panchkula,Gujarat,India,2018-09-03,PREMIUM,True
CUST-00220,Falan Kadakia,mannfarhan@example.com,9125246091.0,Etawah,Manipur,CÃ´te d'Ivoire,2022-07-27,PREMIUM,True
CUST-00221,Chanchal Bhat,jonathanpillai@example.net,877605311.0,Raurkela Industrial Township,Odisha,Syria,2023-05-20,VIP,True
CUST-00222,Utkarsh Bhasin,deshmukhupasna@example.net,918095714385.0,Mango,Meghalaya,Tunisia,2022-09-16,VIP,True
CUST-00223,Chakradev Karnik,lekha26@example.net,912492346725.0,Sirsa,Chhattisgarh,Taiwan,2025-11-05,PREMIUM,True
CUST-00224,Urishilla Sibal,singhdev@example.net,7934162117.0,Kulti,Chhattisgarh,Guatemala,2025-10-28,REGULAR,True
CUST-00225,Mohini Apte,dayitavarkey@example.net,8101063407.0,Morbi,Uttarakhand,Republic of the Congo,2018-11-28,PREMIUM,True
CUST-00226,Farhan Sami,lkant@example.net,912978613752.0,Aurangabad,Goa,Republic of Ireland,2025-04-16,VIP,True
CUST-00227,Yahvi Chatterjee,asastry@example.net,6792159463.0,Sri Ganganagar,Karnataka,Georgia,2025-08-24,PREMIUM,True
CUST-00228,Harinakshi Tailor,devirobert@example.org,9142887341.0,Bidar,Uttar Pradesh,Albania,2022-09-09,PREMIUM,True
CUST-00229,Fitan Sarkar,jagrati44@example.com,5900247790.0,Jehanabad,Punjab,The Gambia,2021-08-14,REGULAR,True
CUST-00230,Tanvi Narayan,parikhnitara@example.org,9795751785.0,Warangal,Rajasthan,Bulgaria,2022-09-27,VIP,True
CUST-00231,Charles Soni,samarchada@example.com,7378527606.0,Aurangabad,Assam,Bulgaria,2019-12-16,VIP,True
CUST-00232,Deepa Bajwa,ugarde@example.net,916349089539.0,Bathinda,Sikkim,Ecuador,2025-07-03,REGULAR,True
CUST-00233,Karan Mandal,andrew07@example.com,915464033708.0,Tadipatri,Uttarakhand,Gabon,2023-11-20,VIP,True
CUST-00234,Neha Purohit,leena66@example.org,913614965091.0,Pimpri-Chinchwad,Rajasthan,Kuwait,2019-04-14,REGULAR,True
CUST-00235,Amruta Viswanathan,thora@example.net,918307121146.0,Berhampur,Karnataka,Antigua and Barbuda,2022-03-08,PREMIUM,True
CUST-00236,Neelima Bhardwaj,vasatikachaudhary@example.com,2170193318.0,Guntakal,Mizoram,Monaco,2021-08-31,REGULAR,True
CUST-00237,Dalaja Parsa,kala46@example.com,1354480929.0,Madanapalle,Mizoram,Suriname,2019-11-20,VIP,True
CUST-00238,Avni Suresh,vedikamann@example.com,3830732615.0,Gaya,Haryana,Qatar,2023-02-16,PREMIUM,True
CUST-00239,Mason Ramakrishnan,farhan12@example.net,919143582234.0,Adoni,Mizoram,Belize,2022-09-24,REGULAR,True
CUST-00240,Urvashi Anand,elijah68@example.com,8341941783.0,Farrukhabad,Manipur,Libya,2020-01-19,PREMIUM,True
CUST-00241,Damini Gopal,invalid-email-0@,919473587950.0,Khora,Nagaland,Iceland,2018-04-22,VIP,False
CUST-00242,Geetika Keer,pagrawal@example.org,4829850049.0,Shahjahanpur,Haryana,East Timor,2020-07-24,REGULAR,True
CUST-00243,Vasudha Rai,thakurdavid@example.org,914534257515.0,Avadi,Mizoram,Mozambique,2025-04-03,VIP,True
CUST-00244,Ridhi Mistry,ctoor@example.com,910068431487.0,Mahbubnagar,Assam,Guinea-Bissau,2024-05-16,VIP,True
CUST-00245,Rohan Krishnamurthy,mitradhruv@example.org,4695802192.0,Cuttack,Odisha,Lithuania,2023-04-04,VIP,True
CUST-00246,Kiaan Sharaf,arya73@example.com,7513492666.0,Pudukkottai,Telangana,Rwanda,2019-08-11,VIP,True
CUST-00247,Ayaan Dave,yashodhara76@example.net,919476969738.0,Khora,Kerala,Greece,2019-07-30,PREMIUM,True
CUST-00248,Sai Dube,gnarasimhan@example.org,910963417237.0,Motihari,Uttar Pradesh,Burundi,2022-09-11,PREMIUM,True
CUST-00249,Zashil Desai,ghoseomkaar@example.com,916899291124.0,Raipur,Sikkim,Slovenia,2021-03-22,VIP,True
CUST-00250,Upma Raj,sanayaganguly@example.com,2347536757.0,Chennai,Mizoram,Lesotho,2023-04-13,PREMIUM,True
CUST-00251,Tara Sem,invalid-email,6488129430.0,Purnia,Meghalaya,Turkey,2021-08-25,VIP,False
CUST-00252,Pratyush Sandhu,rachana08@example.net,5784605956.0,Malegaon,Tripura,Myanmar,2024-10-03,VIP,True
CUST-00253,Harini Dhar,dchauhan@example.net,1571718199.0,Bhopal,Punjab,Senegal,2022-05-07,REGULAR,True
CUST-00254,Fitan Khanna,jbobal@example.net,100822743.0,Sambalpur,Karnataka,Grenada,2020-08-29,VIP,True
CUST-00255,Rushil Nagi,chaudhariupadhriti@example.com,915135943004.0,Srikakulam,Assam,Denmark,2025-01-11,PREMIUM,True
CUST-00256,Vinaya Sharma,bavahemal@example.net,910077063080.0,Kanpur,Odisha,Samoa,2020-06-25,PREMIUM,True
CUST-00257,Ayushman Nigam,kritika77@example.net,910659989674.0,Ujjain,Kerala,Slovenia,2023-07-06,REGULAR,True
CUST-00258,Tanay Bansal,inagarajan@example.com,4759690410.0,Agra,Punjab,Finland,2018-03-30,VIP,True
CUST-00259,Oeshi Wali,pallavi56@example.com,1010623850.0,Bilaspur,Mizoram,Barbados,2021-10-05,VIP,True
CUST-00260,Jhalak Hans,dev18@example.com,919685961477.0,Varanasi,Andhra Pradesh,Sudan,2018-09-10,PREMIUM,True
CUST-00261,Yatin Dhaliwal,nidra18@example.com,1881542985.0,Thanjavur,Mizoram,Guinea-Bissau,2023-01-02,REGULAR,True
CUST-00262,Chameli Chahal,handatanveer@example.net,912722491901.0,Hosur,Gujarat,Indonesia,2019-12-17,PREMIUM,True
CUST-00263,Harish Seshadri,niteshdin@example.com,8088512248.0,Nashik,Gujarat,Mongolia,2024-10-09,PREMIUM,True
CUST-00264,Fiyaz Srivastava,henrysamra@example.com,6831891101.0,Tenali,Madhya Pradesh,Zimbabwe,2018-12-19,PREMIUM,True
CUST-00265,Om Amble,dayamaiwarrior@example.net,3980069335.0,Burhanpur,Goa,United Arab Emirates,2020-06-16,VIP,True
CUST-00266,Ekavir Bassi,jsachdev@example.org,379003626.0,Deoghar,Bihar,Austria,2020-07-26,REGULAR,True
CUST-00267,Yochana Ahluwalia,harinakshi01@example.net,6219836720.0,Coimbatore,Bihar,Australia,2025-04-06,REGULAR,True
CUST-00268,Krishna Patla,ygill@example.org,5102018809.0,Kollam,Assam,Slovakia,2020-10-27,PREMIUM,True
CUST-00269,Ikshita Sharma,fdalal@example.net,916487469808.0,Karnal,Tripura,Montenegro,2024-03-17,PREMIUM,True
CUST-00270,Brinda Lad,luthrapriya@example.com,7404037480.0,Jaipur,Goa,Mali,2025-08-17,PREMIUM,True
CUST-00271,Kashish Mittal,kalitakritika@example.com,4023527408.0,Sangli-Miraj & Kupwad,Haryana,Republic of Ireland,2021-10-20,PREMIUM,True
CUST-00272,Mitali Srinivasan,janani40@example.com,4221977028.0,Sambhal,Meghalaya,India,2023-09-20,PREMIUM,True
CUST-00273,Yamini Handa,shivanigupta@example.com,4356154735.0,Ghaziabad,Sikkim,Saint Lucia,2019-05-21,VIP,True
CUST-00274,Anirudh Warrior,chaudharireyansh@example.com,916041799462.0,Ajmer,Uttarakhand,Gabon,2025-08-09,REGULAR,True
CUST-00275,Laksh Suresh,yogidakshesh@example.org,4441270601.0,Raipur,Andhra Pradesh,Palestine,2024-11-14,VIP,True
CUST-00276,Vasana Nayak,girindra61@example.com,3246064840.0,Ramgarh,West Bengal,Andorra,2019-03-11,REGULAR,True
CUST-00277,Dhruv Bose,npingle@example.org,8380860143.0,Madurai,Andhra Pradesh,Somalia,2021-12-04,PREMIUM,True
CUST-00278,Ekaja Chaudhary,chatura07@example.org,9799741701.0,Silchar,Tripura,Afghanistan,2024-01-20,VIP,True
CUST-00279,Om Handa,ishita07@example.com,915549177888.0,Hapur,Kerala,Turkey,2020-08-26,VIP,True
CUST-00280,Varenya Sabharwal,bahlcaleb@example.org,7734077739.0,Hospet,Tamil Nadu,Nepal,2021-04-26,VIP,True
CUST-00281,Manthan Rama,bina74@example.com,4815567404.0,Indore,Bihar,Myanmar,2023-03-05,REGULAR,True
CUST-00282,Yatin Chandra,agarwalqarin@example.net,919548202355.0,Bhopal,Chhattisgarh,Botswana,2018-04-28,REGULAR,True
CUST-00283,Vedant Bahri,theodore33@example.net,1435425987.0,Udupi,Arunachal Pradesh,South Korea,2022-12-26,PREMIUM,True
CUST-00284,Ekaraj Sibal,farhankuruvilla@example.net,9906503293.0,Aligarh,West Bengal,Federated States of Micronesia,2023-09-26,PREMIUM,True
CUST-00285,Bishakha Bal,isha43@example.org,9913179946.0,Khammam,Himachal Pradesh,Malaysia,2018-07-07,PREMIUM,True
CUST-00286,Waida Apte,avarkey@example.com,405951435.0,Raichur,Rajasthan,Liberia,2022-05-15,VIP,True
CUST-00287,Henry Ramaswamy,balvannaik@example.org,5865059451.0,Kolhapur,Tamil Nadu,Maldives,2023-01-10,PREMIUM,True
CUST-00288,Kevin Ratti,aryayagnesh@example.org,7795371246.0,Satna,West Bengal,Germany,2024-01-28,PREMIUM,True
CUST-00289,Aadhya Sridhar,malhotraekaja@example.org,914652886147.0,Jamalpur,Uttar Pradesh,Tajikistan,2022-01-08,VIP,True
CUST-00290,Hardik Suresh,ddewan@example.net,3807587261.0,Sambhal,Assam,Italy,2018-05-07,VIP,True
CUST-00291,Gautami Sodhi,saitaneja@example.com,911666883034.0,Giridih,Kerala,Saudi Arabia,2024-09-15,PREMIUM,True
CUST-00292,Gunbir Mukhopadhyay,kotharinitesh@example.com,1699292166.0,Bhagalpur,Karnataka,Indonesia,2023-09-18,REGULAR,True
CUST-00293,Liam Chander,lohit31@example.org,3848104686.0,Bhiwani,Kerala,Gabon,2019-06-10,VIP,True
CUST-00294,Madhavi Narayanan,draju@example.net,911282316379.0,Pali,Chhattisgarh,Nepal,2025-01-28,VIP,True
CUST-00295,Arin Varty,jairajmenon@example.org,5100006686.0,Bhimavaram,Meghalaya,Algeria,2022-01-17,REGULAR,True
CUST-00296,Warinder Shroff,farajnori@example.net,8986765820.0,Kavali,Jharkhand,Ethiopia,2022-11-24,PREMIUM,True
CUST-00297,Guneet Som,fbarad@example.net,3715475694.0,Raurkela Industrial Township,Madhya Pradesh,Eritrea,2018-06-14,VIP,True
CUST-00298,Baljiwan Chaudhuri,keergaurang@example.net,447544154.0,Ambala,Assam,Guyana,2022-12-28,VIP,True
CUST-00299,Warinder Suresh,aroraharshil@example.com,3476058757.0,Sasaram,Odisha,Estonia,2024-12-27,VIP,True
CUST-00300,Aryan Vohra,nandayatan@example.org,4969293786.0,Jorhat,Andhra Pradesh,Jordan,2024-01-15,VIP,True
CUST-00301,Aryan Vohra,nandayatan@example.org,Not Available,Jorhat,Andhra Pradesh,Samoa,2025-12-19,REGULAR,True
CUST-00302,Faqid Bassi,ishwarkhurana@example.com,910491000569.0,Guntakal,Meghalaya,Guinea-Bissau,2025-05-04,PREMIUM,True
CUST-00303,Dev Ganguly,gmajumdar@example.com,911724250295.0,Hosur,Haryana,Greece,2022-12-31,PREMIUM,True
CUST-00304,Tripti Kaur,ravelyug@example.net,9314955279.0,Warangal,Goa,Tonga,2019-07-02,VIP,True
CUST-00305,Netra Karan,gopaladvay@example.net,3934196770.0,Bilaspur,Maharashtra,Guyana,2025-11-24,VIP,True
CUST-00306,Watika Sodhi,royamol@example.net,2585617251.0,Srinagar,Bihar,Bosnia and Herzegovina,2020-06-26,PREMIUM,True
CUST-00307,Megha Balan,manthan11@example.net,3089023559.0,Kottayam,Haryana,Lesotho,2020-01-23,PREMIUM,True
CUST-00308,Anvi Oza,pkaul@example.net,9825934083.0,Thanjavur,Jharkhand,Bahrain,2023-10-07,REGULAR,True
CUST-00309,Amol Om,aarinikothari@example.com,6213771225.0,Shimla,Arunachal Pradesh,Nauru,2020-06-10,VIP,True
CUST-00310,Varsha Devan,chaayalala@example.org,912590960591.0,Bilaspur,Tripura,United States,2023-04-12,VIP,True
CUST-00311,Tanmayi Sathe,pavani00@example.com,917931368470.0,Dehri,Nagaland,Burkina Faso,2022-12-06,VIP,True
CUST-00312,Vedhika Som,pnadkarni@example.net,5567207158.0,Asansol,Rajasthan,Tanzania,2024-03-14,VIP,True
CUST-00313,Ojas Seth,oreddy@example.org,7032364349.0,Tinsukia,Uttar Pradesh,Iraq,2020-01-28,PREMIUM,True
CUST-00314,Kabir Bahri,ishwar26@example.net,918985187225.0,Meerut,Punjab,Niger,2021-03-08,REGULAR,True
CUST-00315,Nathan Bhatnagar,varsha22@example.org,913153969440.0,Madhyamgram,Assam,New Zealand,2018-11-07,PREMIUM,True
CUST-00316,Elijah Varghese,harshsangha@example.net,912861920742.0,Barasat,Tripura,Jordan,2019-06-09,PREMIUM,True
CUST-00317,Saksham Khosla,sraman@example.org,4407285948.0,Siliguri,Haryana,East Timor,2020-09-29,VIP,True
CUST-00318,Anusha Kalla,ranveer15@example.com,915536835299.0,Suryapet,Andhra Pradesh,Guinea,2025-08-28,VIP,True
CUST-00319,Krish Thakur,daminisant@example.com,9162126158.0,Ballia,Tripura,Slovenia,2019-02-10,REGULAR,True
CUST-00320,Umang Bhardwaj,abhimanyu24@example.net,5409185933.0,Jhansi,Karnataka,Slovakia,2025-10-09,PREMIUM,True
CUST-00321,Avi Dewan,behlekbal@example.net,4137468079.0,Aligarh,Odisha,Canada,2022-01-05,REGULAR,True
CUST-00322,Jhalak Pandey,meera34@example.org,3240125486.0,Ambarnath,Karnataka,New Zealand,2023-12-30,REGULAR,True
CUST-00323,Wazir Lal,lchahal@example.org,9182460944.0,Aligarh,Tamil Nadu,Grenada,2023-09-30,VIP,True
CUST-00324,Upasna Ray,patlamohammed@example.org,916967015644.0,Bardhaman,Manipur,Belarus,2020-01-04,PREMIUM,True
CUST-00325,Ati Madan,labansha@example.org,3030857638.0,Dibrugarh,Telangana,Philippines,2023-10-17,REGULAR,True
CUST-00326,Jagat Pandey,contractorpratyush@example.com,919609156890.0,Khammam,Telangana,Trinidad and Tobago,2024-11-23,PREMIUM,True
CUST-00327,Aarini Goda,wlall@example.org,910224495702.0,Hyderabad,Arunachal Pradesh,Venezuela,2024-03-25,PREMIUM,True
CUST-00328,Chakradev Madan,varugheseaishani@example.com,919006275804.0,Kurnool,Tripura,Zambia,2022-09-18,REGULAR,True
CUST-00329,Jagat Srinivas,sraju@example.net,9104562335.0,Nagaon,Karnataka,Luxembourg,2024-10-19,VIP,True
CUST-00330,Indrajit Bhatnagar,gayathri00@example.org,913394515976.0,Asansol,Rajasthan,Ethiopia,2021-11-06,PREMIUM,True
CUST-00331,Gaurang Pal,sarmajyoti@example.org,7347041796.0,Nadiad,Goa,Samoa,2022-01-21,REGULAR,True
CUST-00332,Chanakya Kanda,singhzaitra@example.com,917642979422.0,Ramagundam,Uttar Pradesh,Iraq,2020-06-15,PREMIUM,True
CUST-00333,Lekha Aggarwal,cgoda@example.com,5083966340.0,Tezpur,Maharashtra,Germany,2019-04-02,VIP,True
CUST-00334,Mahika Swaminathan,masterishaan@example.com,1357141333.0,Bettiah,Uttar Pradesh,Finland,2025-07-05,VIP,True
CUST-00335,Gauri Deo,nikitachatterjee@example.com,911827565574.0,Guntakal,Chhattisgarh,Madagascar,2024-07-13,VIP,True
CUST-00336,Ishani Deshmukh,ayaan04@example.net,914699761854.0,North Dumdum,Nagaland,Guyana,2024-01-16,REGULAR,True
CUST-00337,Aishani Gopal,teerthchandran@example.net,919523457574.0,Udupi,Goa,Bhutan,2020-02-16,REGULAR,True
CUST-00338,Charan Sidhu,lsawhney@example.com,7703971531.0,Madurai,West Bengal,Ecuador,2021-12-22,REGULAR,True
CUST-00339,Luke Raj,swamyanay@example.com,5457268277.0,Mahbubnagar,Telangana,Vanuatu,2018-08-12,VIP,True
CUST-00340,Charvi Srinivasan,kallakamala@example.net,5361509997.0,Bhiwani,Himachal Pradesh,Bulgaria,2024-03-21,PREMIUM,True
CUST-00341,Aashi Gade,jeevikabhargava@example.com,2119140453.0,Jamnagar,Kerala,Kyrgyzstan,2024-11-05,VIP,True
CUST-00342,Lucky Menon,tejasgulati@example.com,5137970205.0,Fatehpur,Arunachal Pradesh,Norway,2021-09-11,VIP,True
CUST-00343,Chanakya Chakraborty,abha61@example.net,4498757565.0,North Dumdum,Nagaland,North Korea,2020-09-01,REGULAR,True
CUST-00344,Gaurika Bhatia,mahajandarsh@example.com,6630933533.0,Kanpur,Mizoram,Swaziland,2019-11-12,PREMIUM,True
CUST-00345,Ria Natt,majumdarmeera@example.net,915485523104.0,Ballia,Madhya Pradesh,Burkina Faso,2021-09-20,VIP,True
CUST-00346,Mohammed Mander,ektabains@example.net,919702198119.0,Siwan,Telangana,Qatar,2018-09-09,PREMIUM,True
CUST-00347,Faras Sampath,loommen@example.org,3554686498.0,Bhatpara,Odisha,Sudan,2021-06-05,VIP,True
CUST-00348,Waida Bahri,naveenpatil@example.org,2337000321.0,Srinagar,Tripura,Burundi,2020-03-19,REGULAR,True
CUST-00349,Upma Amble,yachana64@example.org,9904400328.0,Kharagpur,Rajasthan,Panama,2019-06-24,REGULAR,True
CUST-00350,Priya Modi,devsaini@example.net,1861315769.0,Khandwa,Odisha,Moldova,2023-01-05,REGULAR,True
CUST-00351,Arya Shukla,invalid-email,910124071056.0,Rajpur Sonarpur,Gujarat,Laos,2022-12-15,REGULAR,False
CUST-00352,Chanakya Rastogi,chaudharyjanuja@example.net,1205170921.0,Shahjahanpur,Manipur,Greece,2018-02-08,REGULAR,True
CUST-00353,Wishi Mangal,saksham33@example.org,3171539345.0,Rajpur Sonarpur,Himachal Pradesh,Nigeria,2020-04-17,PREMIUM,True
CUST-00354,Reyansh Tripathi,lgill@example.org,910823934394.0,Aligarh,Goa,Liberia,2023-06-14,PREMIUM,True
CUST-00355,Zayan Chaudry,dugarreyansh@example.org,916961238295.0,Dhanbad,Telangana,Liechtenstein,2023-09-16,REGULAR,True
CUST-00356,Anvi Ben,dtripathi@example.org,915385521626.0,Hajipur,Himachal Pradesh,Republic of the Congo,2020-12-23,REGULAR,True
CUST-00357,Advaith Sen,mohammedbhat@example.org,913744703737.0,Tirupati,Telangana,Mauritania,2021-04-29,PREMIUM,True
CUST-00358,Raghav Kumar,omishagill@example.net,1823434474.0,Latur,Andhra Pradesh,SÃ£o TomÃ© and PrÃ­ncipe,2023-11-11,PREMIUM,True
CUST-00359,Januja Samra,rkari@example.com,911296076080.0,Srikakulam,Kerala,Nauru,2025-07-25,VIP,True
CUST-00360,Tanvi Bath,yutikaraman@example.net,6543584105.0,Bhind,Odisha,Egypt,2018-11-09,PREMIUM,True
CUST-00361,Omaja Butala,invalid-email-0@,7006772342.0,Machilipatnam,Uttar Pradesh,Portugal,2023-10-14,REGULAR,False
CUST-00362,Lucky Gokhale,cbava@example.net,915903986623.0,Delhi,Odisha,Finland,2025-11-07,PREMIUM,True
CUST-00363,Krisha Sridhar,sibalwakeeta@example.net,2161765726.0,Panchkula,Uttar Pradesh,Central African Republic,2023-03-09,REGULAR,True
CUST-00364,Urmi Wali,zayyanbadal@example.com,8009996403.0,Bhiwani,Tripura,Czech Republic,2023-08-09,REGULAR,True
CUST-00365,Ayush Zacharia,uraj@example.com,2445171035.0,Guna,Tamil Nadu,Belarus,2022-06-05,VIP,True
CUST-00366,Girik Srivastava,choudharytanmayi@example.net,5249151533.0,Udupi,Madhya Pradesh,Portugal,2018-10-12,VIP,True
CUST-00367,Barkha Bora,bedichakradev@example.net,9280246188.0,Meerut,Maharashtra,Costa Rica,2018-06-16,PREMIUM,True
CUST-00368,Yochana Kari,theodore37@example.net,8473980483.0,Mango,Tripura,Paraguay,2022-10-07,VIP,True
CUST-00369,Simon Yadav,vaishnavipingle@example.net,912746927943.0,Avadi,Tripura,San Marino,2020-07-15,PREMIUM,True
CUST-00370,Daniel Ravel,hemanginigarg@example.org,918797780458.0,Sambhal,Sikkim,Jamaica,2018-12-12,VIP,True
CUST-00371,Rayaan Golla,pandeyudant@example.net,4076019039.0,Anantapur,Gujarat,Angola,2025-03-17,VIP,True
CUST-00372,Gautami Boase,pdoctor@example.net,916283320484.0,Rohtak,Tamil Nadu,CÃ´te d'Ivoire,2021-05-10,REGULAR,True
CUST-00373,Christopher Chad,abhiram34@example.net,3165488918.0,Sagar,Uttar Pradesh,South Africa,2018-03-11,REGULAR,True
CUST-00374,Mugdha Gaba,samarraghavan@example.com,1978171123.0,Erode,Chhattisgarh,Estonia,2019-03-31,PREMIUM,True
CUST-00375,Sarthak Ravi,harshilgara@example.org,911848691238.0,Hindupur,Telangana,Guyana,2024-01-01,PREMIUM,True
CUST-00376,Jairaj Goel,jalsadhingra@example.org,1676963056.0,Raipur,Kerala,Italy,2018-10-15,REGULAR,True
CUST-00377,David Dugal,krishkamdar@example.net,917573103201.0,Avadi,Tripura,Germany,2022-12-09,REGULAR,True
CUST-00378,Fitan Khalsa,rajagopalviraj@example.org,917661760585.0,Katni,Chhattisgarh,Mongolia,2023-01-06,PREMIUM,True
CUST-00379,Urvi Kala,fbhattacharyya@example.com,8513436014.0,Korba,Assam,San Marino,2020-10-13,VIP,True
CUST-00380,Shravya Jaggi,gmannan@example.com,915640867457.0,Bhimavaram,Maharashtra,Canada,2024-01-06,PREMIUM,True
CUST-00381,Azaan Sehgal,tchar@example.com,8504078516.0,Nizamabad,Rajasthan,Guyana,2022-11-08,VIP,True
CUST-00382,Gavin Sanghvi,lgolla@example.com,4002139659.0,Jehanabad,Uttar Pradesh,Estonia,2021-04-17,REGULAR,True
CUST-00383,Lajita Pandey,leenaloyal@example.com,5462834359.0,Tezpur,Punjab,Norway,2025-10-07,PREMIUM,True
CUST-00384,Harsh Deo,chahalzayyan@example.com,913457672324.0,Tirupati,Mizoram,Bahrain,2023-11-30,REGULAR,True
CUST-00385,Eesha Kibe,rohanjhaveri@example.com,916023083711.0,Bihar Sharif,Chhattisgarh,Uganda,2024-04-23,VIP,True
CUST-00386,Netra Hayre,chakradevbail@example.org,910351470090.0,Agartala,Manipur,Vatican City,2025-11-20,VIP,True
CUST-00387,Sai Dube,davidpant@example.com,1253477980.0,Mumbai,Madhya Pradesh,Qatar,2022-05-27,VIP,True
CUST-00388,Balendra Sem,orinder21@example.com,913613685091.0,Anand,Kerala,Mauritania,2019-10-22,REGULAR,True
CUST-00389,Qasim Sha,sahnichameli@example.org,917067457543.0,Bhagalpur,Telangana,Nepal,2019-03-12,REGULAR,True
CUST-00390,Parth Pandit,balanaarush@example.com,919588516840.0,Hindupur,Jharkhand,South Africa,2022-09-28,VIP,True
CUST-00391,Samarth Om,girindra30@example.org,8628991642.0,Bilaspur,Maharashtra,Canada,2024-09-17,REGULAR,True
CUST-00392,Orinder Panchal,xkunda@example.net,4761232112.0,Kakinada,Manipur,Republic of the Congo,2024-12-24,REGULAR,True
CUST-00393,Vamakshi Gupta,wganesh@example.net,6112794166.0,Shivpuri,Tamil Nadu,North Macedonia,2025-03-02,REGULAR,True
CUST-00394,Nachiket Sankaran,mayalata@example.net,916421457511.0,Nadiad,Andhra Pradesh,Azerbaijan,2024-09-17,REGULAR,True
CUST-00395,Darika Zacharia,udhar@example.net,914896629658.0,Madurai,Sikkim,Palestine,2018-12-22,REGULAR,True
CUST-00396,Samarth Johal,baljiwan09@example.com,916663607109.0,Karaikudi,Karnataka,Haiti,2021-02-06,REGULAR,True
CUST-00397,Prisha Mitra,ishwar65@example.net,3733332065.0,Gorakhpur,Uttarakhand,Palestine,2019-02-06,REGULAR,True
CUST-00398,Ucchal Kamdar,kashvirout@example.com,9503098820.0,Siwan,Uttar Pradesh,Grenada,2020-02-22,PREMIUM,True
CUST-00399,Rachana Pal,edhitha04@example.com,914564595349.0,Anand,Uttarakhand,Bolivia,2018-05-15,PREMIUM,True
CUST-00400,Faras Parmar,jatwal@example.net,5617228500.0,Rajkot,Haryana,Luxembourg,2018-06-03,VIP,True
CUST-00401,Faras Parmar,jatwal@example.net,5617228500.0,Rajkot,Haryana,Eritrea,2019-08-20,PREMIUM,True
CUST-00402,Lila Basu,banerjeematthew@example.com,2779299410.0,Bidar,Haryana,Honduras,2020-07-19,PREMIUM,True
CUST-00403,Leena Shetty,barmanpratyush@example.net,911776219313.0,Varanasi,Telangana,Kyrgyzstan,2018-11-09,PREMIUM,True
CUST-00404,Pushti Raghavan,urvashimangat@example.com,8558715494.0,Alwar,Manipur,Vietnam,2020-11-10,VIP,True
CUST-00405,Gaurang D’Alia,devmani@example.org,9399270460.0,Amroha,Uttar Pradesh,Estonia,2020-01-11,PREMIUM,True
CUST-00406,Gautami Dada,ekbal46@example.net,7277723461.0,Gandhidham,Assam,Hungary,2023-04-15,REGULAR,True
CUST-00407,Kamya Loke,olivermane@example.com,5613370990.0,Proddatur,Meghalaya,Portugal,2022-05-12,PREMIUM,True
CUST-00408,Hamsini Joshi,ryan98@example.org,1669889302.0,Dhule,Himachal Pradesh,Laos,2019-12-04,PREMIUM,True
CUST-00409,Krishna Dara,daksha53@example.net,3247557366.0,Alwar,Assam,Bulgaria,2018-03-10,REGULAR,True
CUST-00410,Niharika Dutt,majumdarurvi@example.net,6061939508.0,Gurgaon,Karnataka,Tanzania,2020-04-29,PREMIUM,True
CUST-00411,Faras Bhalla,harini20@example.org,8707799886.0,Ongole,Mizoram,Guatemala,2023-11-22,VIP,True
CUST-00412,Vedika Malhotra,isha93@example.com,914879109143.0,Karaikudi,Kerala,Qatar,2018-12-26,PREMIUM,True
CUST-00413,Vasatika Gara,yamini56@example.net,8879917158.0,Orai,Meghalaya,Jordan,2024-10-30,PREMIUM,True
CUST-00414,George Chaudhry,ukapur@example.net,8418564064.0,Berhampore,Punjab,El Salvador,2022-03-18,VIP,True
CUST-00415,Triya Krishna,girik61@example.org,7987468299.0,Muzaffarnagar,Nagaland,Guinea,2018-12-29,PREMIUM,True
CUST-00416,Nicholas Chana,udyatibala@example.com,912169348248.0,Tirunelveli,Goa,North Korea,2019-06-17,VIP,True
CUST-00417,Megha Barad,meghana60@example.org,914807918605.0,Sonipat,Bihar,Vatican City,2025-07-24,VIP,True
CUST-00418,Anay Swamy,hredhaankarnik@example.org,918202388675.0,Bellary,Manipur,North Korea,2018-01-18,PREMIUM,True
