customer_id,customer_name,email,phone,city,state,country,registration_date,customer_type
CUST-00221,Chanchal Bhat,jonathanpillai@example.net,00877605311,Raurkela Industrial Township,Odisha,Syria,2023-05-20,VIP
CUST-00222,Utkarsh Bhasin,deshmukhupasna@example.net,+918095714385,Mango,Meghalaya,Tunisia,2022-09-16,VIP
CUST-00223,Chakradev Karnik,lekha26@example.net,+912492346725,Sirsa,Chhattisgarh,Taiwan,2025-11-05,PREMIUM
CUST-00224,Urishilla Sibal,singhdev@example.net,7934162117,Kulti,Chhattisgarh,Guatemala,2025-10-28,REGULAR
CUST-00225,Mohini Apte,dayitavarkey@example.net,08101063407,Morbi,Uttarakhand,Republic of the Congo,2018-11-28,PREMIUM
CUST-00226,Farhan Sami,lkant@example.net,+912978613752,Aurangabad,Goa,Republic of Ireland,2025-04-16,VIP
CUST-00227,Yahvi Chatterjee,asastry@example.net,6792159463,Sri Ganganagar,Karnataka,Georgia,2025-08-24,PREMIUM
CUST-00228,Harinakshi Tailor,devirobert@example.org,9142887341,Bidar,Uttar Pradesh,Albania,2022-09-09,PREMIUM
CUST-00229,Fitan Sarkar,jagrati44@example.com,05900247790,Jehanabad,Punjab,The Gambia,2021-08-14,REGULAR
CUST-00230,Tanvi Narayan,parikhnitara@example.org,09795751785,Warangal,Rajasthan,Bulgaria,2022-09-27,VIP
CUST-00231,Charles Soni,samarchada@example.com,07378527606,Aurangabad,Assam,Bulgaria,2019-12-16,VIP
CUST-00232,Deepa Bajwa,ugarde@example.net,+916349089539,Bathinda,Sikkim,Ecuador,2025-07-03,REGULAR
CUST-00233,Karan Mandal,andrew07@example.com,+915464033708,Tadipatri,Uttarakhand,Gabon,2023-11-20,VIP
CUST-00234,Neha Purohit,leena66@example.org,+913614965091,Pimpri-Chinchwad,Rajasthan,Kuwait,2019-04-14,REGULAR
CUST-00235,Amruta Viswanathan,thora@example.net,+918307121146,Berhampur,Karnataka,Antigua and Barbuda,2022-03-08,PREMIUM
CUST-00236,Neelima Bhardwaj,vasatikachaudhary@example.com,2170193318,Guntakal,Mizoram,Monaco,2021-08-31,REGULAR
CUST-00237,Dalaja Parsa,kala46@example.com,1354480929,Madanapalle,Mizoram,Suriname,2019-11-20,VIP
CUST-00238,Avni Suresh,vedikamann@example.com,3830732615,Gaya,Haryana,Qatar,2023-02-16,PREMIUM
CUST-00239,Mason Ramakrishnan,farhan12@example.net,+919143582234,Adoni,Mizoram,Belize,2022-09-24,REGULAR
CUST-00240,Urvashi Anand,elijah68@example.com,8341941783,Farrukhabad,Manipur,Libya,2020-01-19,PREMIUM
CUST-00241,DAMINI GOPAL,invalid-email-0@,+919473587950,Khora ,Nagaland,Iceland,2018-04-22,VIP
CUST-00242,Geetika Keer,pagrawal@example.org,4829850049,Shahjahanpur,Haryana,East Timor,2020-07-24,REGULAR
CUST-00243,Vasudha Rai,thakurdavid@example.org,+914534257515,Avadi,Mizoram,Mozambique,2025-04-03,VIP
CUST-00244,Ridhi Mistry,ctoor@example.com,+910068431487,Mahbubnagar,Assam,Guinea-Bissau,2024-05-16,VIP
CUST-00245,Rohan Krishnamurthy,mitradhruv@example.org,4695802192,Cuttack,Odisha,Lithuania,2023-04-04,VIP
CUST-00246,Kiaan Sharaf,arya73@example.com,07513492666,Pudukkottai,Telangana,Rwanda,2019-08-11,VIP
CUST-00247,Ayaan Dave,yashodhara76@example.net,+919476969738,Khora ,Kerala,Greece,2019-07-30,PREMIUM
CUST-00248,Sai Dube,gnarasimhan@example.org,+910963417237,Motihari,Uttar Pradesh,Burundi,2022-09-11,PREMIUM
CUST-00249,Zashil Desai,ghoseomkaar@example.com,+916899291124,Raipur,Sikkim,Slovenia,2021-03-22,VIP
CUST-00250,Upma Raj,sanayaganguly@example.com,02347536757,Chennai,Mizoram,Lesotho,2023-04-13,PREMIUM
CUST-00251,Tara Sem,invalid-email,06488129430,Purnia,Meghalaya,Turkey,2021-08-25,VIP
CUST-00252,Pratyush Sandhu,rachana08@example.net,05784605956,Malegaon,Tripura,Myanmar,2024-10-03,VIP
CUST-00253,Harini Dhar,dchauhan@example.net,1571718199,Bhopal,Punjab,Senegal,2022-05-07,REGULAR
CUST-00254,Fitan Khanna,jbobal@example.net,0100822743,Sambalpur,Karnataka,Grenada,2020-08-29,VIP
CUST-00255,Rushil Nagi,chaudhariupadhriti@example.com,+915135943004,Srikakulam,Assam,Denmark,2025-01-11,PREMIUM
CUST-00256,Vinaya Sharma,bavahemal@example.net,+910077063080,Kanpur,Odisha,Samoa,2020-06-25,PREMIUM
CUST-00257,Ayushman Nigam,kritika77@example.net,+910659989674,Ujjain,Kerala,Slovenia,2023-07-06,REGULAR
CUST-00258,Tanay Bansal,inagarajan@example.com,04759690410,Agra,Punjab,Finland,2018-03-30,VIP
CUST-00259,Oeshi Wali,pallavi56@example.com,1010623850,Bilaspur,Mizoram,Barbados,2021-10-05,VIP
CUST-00260,Jhalak Hans,dev18@example.com,+919685961477,Varanasi,Andhra Pradesh,Sudan,2018-09-10,PREMIUM
CUST-00261,Yatin Dhaliwal,nidra18@example.com,01881542985,Thanjavur,Mizoram,Guinea-Bissau,2023-01-02,REGULAR
CUST-00262,Chameli Chahal,handatanveer@example.net,+912722491901,Hosur,Gujarat,Indonesia,2019-12-17,PREMIUM
CUST-00263,Harish Seshadri,niteshdin@example.com,08088512248,Nashik,Gujarat,Mongolia,2024-10-09,PREMIUM
CUST-00264,Fiyaz Srivastava,henrysamra@example.com,06831891101,Tenali,Madhya Pradesh,Zimbabwe,2018-12-19,PREMIUM
CUST-00265,Om Amble,dayamaiwarrior@example.net,03980069335,Burhanpur,Goa,United Arab Emirates,2020-06-16,VIP
CUST-00266,Ekavir Bassi,jsachdev@example.org,00379003626,Deoghar,Bihar,Austria,2020-07-26,REGULAR
CUST-00267,Yochana Ahluwalia,harinakshi01@example.net,06219836720,Coimbatore,Bihar,Australia,2025-04-06,REGULAR
CUST-00268,Krishna Patla,ygill@example.org,05102018809,Kollam,Assam,Slovakia,2020-10-27,PREMIUM
CUST-00269,Ikshita Sharma,fdalal@example.net,+916487469808,Karnal,Tripura,Montenegro,2024-03-17,PREMIUM
CUST-00270,Brinda Lad,luthrapriya@example.com,7404037480,Jaipur,Goa,Mali,2025-08-17,PREMIUM
CUST-00271,Kashish Mittal,kalitakritika@example.com,04023527408,Sangli-Miraj & Kupwad,Haryana,Republic of Ireland,2021-10-20,PREMIUM
CUST-00272,Mitali Srinivasan,janani40@example.com,04221977028,Sambhal,Meghalaya,India,2023-09-20,PREMIUM
CUST-00273,Yamini Handa,shivanigupta@example.com,4356154735,Ghaziabad,Sikkim,Saint Lucia,2019-05-21,VIP
CUST-00274,Anirudh Warrior,chaudharireyansh@example.com,+916041799462,Ajmer,Uttarakhand,Gabon,2025-08-09,REGULAR
CUST-00275,Laksh Suresh,yogidakshesh@example.org,04441270601,Raipur,Andhra Pradesh,Palestine,2024-11-14,VIP
CUST-00276,Vasana Nayak,girindra61@example.com,3246064840,Ramgarh,West Bengal,Andorra,2019-03-11,REGULAR
CUST-00277,Dhruv Bose,npingle@example.org,8380860143,Madurai,Andhra Pradesh,Somalia,2021-12-04,PREMIUM
CUST-00278,Ekaja Chaudhary,chatura07@example.org,9799741701,Silchar,Tripura,Afghanistan,2024-01-20,VIP
CUST-00279,Om Handa,ishita07@example.com,+915549177888,Hapur,Kerala,Turkey,2020-08-26,VIP
CUST-00280,Varenya Sabharwal,bahlcaleb@example.org,7734077739,Hospet,Tamil Nadu,Nepal,2021-04-26,VIP
CUST-00281,Manthan Rama,bina74@example.com,4815567404,Indore,Bihar,Myanmar,2023-03-05,REGULAR
CUST-00282,Yatin Chandra,agarwalqarin@example.net,+919548202355,Bhopal,Chhattisgarh,Botswana,2018-04-28,REGULAR
CUST-00283,Vedant Bahri,theodore33@example.net,1435425987,Udupi,Arunachal Pradesh,South Korea,2022-12-26,PREMIUM
CUST-00284,Ekaraj Sibal,farhankuruvilla@example.net,09906503293,Aligarh,West Bengal,Federated States of Micronesia,2023-09-26,PREMIUM
CUST-00285,Bishakha Bal,isha43@example.org,09913179946,Khammam,Himachal Pradesh,Malaysia,2018-07-07,PREMIUM
CUST-00286,Waida Apte,avarkey@example.com,0405951435,Raichur,Rajasthan,Liberia,2022-05-15,VIP
CUST-00287,Henry Ramaswamy,balvannaik@example.org,05865059451,Kolhapur,Tamil Nadu,Maldives,2023-01-10,PREMIUM
CUST-00288,Kevin Ratti,aryayagnesh@example.org,07795371246,Satna,West Bengal,Germany,2024-01-28,PREMIUM
CUST-00289,Aadhya Sridhar,malhotraekaja@example.org,+914652886147,Jamalpur,Uttar Pradesh,Tajikistan,2022-01-08,VIP
CUST-00290,Hardik Suresh,ddewan@example.net,03807587261,Sambhal,Assam,Italy,2018-05-07,VIP
CUST-00291,Gautami Sodhi,saitaneja@example.com,+911666883034,Giridih,Kerala,Saudi Arabia,2024-09-15,PREMIUM
CUST-00292,Gunbir Mukhopadhyay,kotharinitesh@example.com,1699292166,Bhagalpur,Karnataka,Indonesia,2023-09-18,REGULAR
CUST-00293,Liam Chander,lohit31@example.org,3848104686,Bhiwani,Kerala,Gabon,2019-06-10,VIP
CUST-00294,Madhavi Narayanan,draju@example.net,+911282316379,Pali,Chhattisgarh,Nepal,2025-01-28,VIP
CUST-00295,Arin Varty,jairajmenon@example.org,5100006686,Bhimavaram,Meghalaya,Algeria,2022-01-17,REGULAR
CUST-00296,Warinder Shroff,farajnori@example.net,8986765820,Kavali,Jharkhand,Ethiopia,2022-11-24,PREMIUM
CUST-00297,Guneet Som,fbarad@example.net,03715475694,Raurkela Industrial Township,Madhya Pradesh,Eritrea,2018-06-14,VIP
CUST-00298,Baljiwan Chaudhuri,keergaurang@example.net,0447544154,Ambala,Assam,Guyana,2022-12-28,VIP
CUST-00299,Warinder Suresh,aroraharshil@example.com,3476058757,Sasaram,Odisha,Estonia,2024-12-27,VIP
CUST-00300,Aryan Vohra,nandayatan@example.org,4969293786,Jorhat,Andhra Pradesh,Jordan,2024-01-15,VIP
CUST-00301,Aryan Vohra,nandayatan@example.org,,Jorhat,Andhra Pradesh,Samoa,2025-12-19,REGULAR
CUST-00302,Faqid Bassi,ishwarkhurana@example.com,+910491000569,Guntakal,Meghalaya,Guinea-Bissau,2025-05-04,PREMIUM
CUST-00303,Dev Ganguly,gmajumdar@example.com,+911724250295,Hosur,Haryana,Greece,2022-12-31,PREMIUM
CUST-00304,Tripti Kaur,ravelyug@example.net,9314955279,Warangal,Goa,Tonga,2019-07-02,VIP
CUST-00305,Netra Karan,gopaladvay@example.net,03934196770,Bilaspur,Maharashtra,Guyana,2025-11-24,VIP
CUST-00306,Watika Sodhi,royamol@example.net,2585617251,Srinagar,Bihar,Bosnia and Herzegovina,2020-06-26,PREMIUM
CUST-00307,Megha Balan,manthan11@example.net,03089023559,Kottayam,Haryana,Lesotho,2020-01-23,PREMIUM
CUST-00308,Anvi Oza,pkaul@example.net,9825934083,Thanjavur,Jharkhand,Bahrain,2023-10-07,REGULAR
CUST-00309,Amol Om,aarinikothari@example.com,06213771225,Shimla,Arunachal Pradesh,Nauru,2020-06-10,VIP
CUST-00310,Varsha Devan,chaayalala@example.org,+912590960591,Bilaspur,Tripura,United States,2023-04-12,VIP
CUST-00311,Tanmayi Sathe,pavani00@example.com,+917931368470,Dehri,Nagaland,Burkina Faso,2022-12-06,VIP
CUST-00312,Vedhika Som,pnadkarni@example.net,5567207158,Asansol,Rajasthan,Tanzania,2024-03-14,VIP
CUST-00313,Ojas Seth,oreddy@example.org,07032364349,Tinsukia,Uttar Pradesh,Iraq,2020-01-28,PREMIUM
CUST-00314,Kabir Bahri,ishwar26@example.net,+918985187225,Meerut,Punjab,Niger,2021-03-08,REGULAR
CUST-00315,Nathan Bhatnagar,varsha22@example.org,+913153969440,Madhyamgram,Assam,New Zealand,2018-11-07,PREMIUM
CUST-00316,Elijah Varghese,harshsangha@example.net,+912861920742,Barasat,Tripura,Jordan,2019-06-09,PREMIUM
CUST-00317,Saksham Khosla,sraman@example.org,4407285948,Siliguri,Haryana,East Timor,2020-09-29,VIP
CUST-00318,Anusha Kalla,ranveer15@example.com,+915536835299,Suryapet,Andhra Pradesh,Guinea,2025-08-28,VIP
CUST-00319,Krish Thakur,daminisant@example.com,09162126158,Ballia,Tripura,Slovenia,2019-02-10,REGULAR
CUST-00320,Umang Bhardwaj,abhimanyu24@example.net,05409185933,Jhansi,Karnataka,Slovakia,2025-10-09,PREMIUM
CUST-00321,AVI DEWAN,behlekbal@example.net,4137468079,Aligarh,Odisha,Canada,2022-01-05,REGULAR
CUST-00322,Jhalak Pandey,meera34@example.org,03240125486,Ambarnath,Karnataka,New Zealand,2023-12-30,REGULAR
CUST-00323,Wazir Lal,lchahal@example.org,09182460944,Aligarh,Tamil Nadu,Grenada,2023-09-30,VIP
CUST-00324,Upasna Ray,patlamohammed@example.org,+916967015644,Bardhaman,Manipur,Belarus,2020-01-04,PREMIUM
CUST-00325,Ati Madan,labansha@example.org,3030857638,Dibrugarh,Telangana,Philippines,2023-10-17,REGULAR
CUST-00326,Jagat Pandey,contractorpratyush@example.com,+919609156890,Khammam,Telangana,Trinidad and Tobago,2024-11-23,PREMIUM
CUST-00327,Aarini Goda,wlall@example.org,+910224495702,Hyderabad,Arunachal Pradesh,Venezuela,2024-03-25,PREMIUM
CUST-00328,Chakradev Madan,varugheseaishani@example.com,+919006275804,Kurnool,Tripura,Zambia,2022-09-18,REGULAR
CUST-00329,Jagat Srinivas,sraju@example.net,9104562335,Nagaon,Karnataka,Luxembourg,2024-10-19,VIP
CUST-00330,Indrajit Bhatnagar,gayathri00@example.org,+913394515976,Asansol,Rajasthan,Ethiopia,2021-11-06,PREMIUM
CUST-00331,Gaurang Pal,sarmajyoti@example.org,7347041796,Nadiad,Goa,Samoa,2022-01-21,REGULAR
CUST-00332,Chanakya Kanda,singhzaitra@example.com,+917642979422,Ramagundam,Uttar Pradesh,Iraq,2020-06-15,PREMIUM
CUST-00333,Lekha Aggarwal,cgoda@example.com,05083966340,Tezpur,Maharashtra,Germany,2019-04-02,VIP
CUST-00334,Mahika Swaminathan,masterishaan@example.com,01357141333,Bettiah,Uttar Pradesh,Finland,2025-07-05,VIP
CUST-00335,Gauri Deo,nikitachatterjee@example.com,+911827565574,Guntakal,Chhattisgarh,Madagascar,2024-07-13,VIP
CUST-00336,Ishani Deshmukh,ayaan04@example.net,+914699761854,North Dumdum,Nagaland,Guyana,2024-01-16,REGULAR
CUST-00337,Aishani Gopal,teerthchandran@example.net,+919523457574,Udupi,Goa,Bhutan,2020-02-16,REGULAR
CUST-00338,Charan Sidhu,lsawhney@example.com,7703971531,Madurai,West Bengal,Ecuador,2021-12-22,REGULAR
CUST-00339,Luke Raj,swamyanay@example.com,05457268277,Mahbubnagar,Telangana,Vanuatu,2018-08-12,VIP
CUST-00340,Charvi Srinivasan,kallakamala@example.net,5361509997,Bhiwani,Himachal Pradesh,Bulgaria,2024-03-21,PREMIUM
CUST-00341,Aashi Gade,jeevikabhargava@example.com,2119140453,Jamnagar,Kerala,Kyrgyzstan,2024-11-05,VIP
CUST-00342,Lucky Menon,tejasgulati@example.com,5137970205,Fatehpur,Arunachal Pradesh,Norway,2021-09-11,VIP
CUST-00343,Chanakya Chakraborty,abha61@example.net,4498757565,North Dumdum,Nagaland,North Korea,2020-09-01,REGULAR
CUST-00344,Gaurika Bhatia,mahajandarsh@example.com,06630933533,Kanpur,Mizoram,Swaziland,2019-11-12,PREMIUM
CUST-00345,Ria Natt,majumdarmeera@example.net,+915485523104,Ballia,Madhya Pradesh,Burkina Faso,2021-09-20,VIP
CUST-00346,Mohammed Mander,ektabains@example.net,+919702198119,Siwan,Telangana,Qatar,2018-09-09,PREMIUM
CUST-00347,Faras Sampath,loommen@example.org,3554686498,Bhatpara,Odisha,Sudan,2021-06-05,VIP
CUST-00348,Waida Bahri,naveenpatil@example.org,2337000321,Srinagar,Tripura,Burundi,2020-03-19,REGULAR
CUST-00349,Upma Amble,yachana64@example.org,9904400328,Kharagpur,Rajasthan,Panama,2019-06-24,REGULAR
CUST-00350,Priya Modi,devsaini@example.net,1861315769,Khandwa,Odisha,Moldova,2023-01-05,REGULAR
CUST-00351,Arya Shukla,invalid-email,+910124071056,Rajpur Sonarpur,Gujarat,Laos,2022-12-15,REGULAR
CUST-00352,Chanakya Rastogi,chaudharyjanuja@example.net,01205170921,Shahjahanpur,Manipur,Greece,2018-02-08,REGULAR
CUST-00353,Wishi Mangal,saksham33@example.org,3171539345,Rajpur Sonarpur,Himachal Pradesh,Nigeria,2020-04-17,PREMIUM
CUST-00354,Reyansh Tripathi,lgill@example.org,+910823934394,Aligarh,Goa,Liberia,2023-06-14,PREMIUM
CUST-00355,Zayan Chaudry,dugarreyansh@example.org,+916961238295,Dhanbad,Telangana,Liechtenstein,2023-09-16,REGULAR
CUST-00356,Anvi Ben,dtripathi@example.org,+915385521626,Hajipur,Himachal Pradesh,Republic of the Congo,2020-12-23,REGULAR
CUST-00357,Advaith Sen,mohammedbhat@example.org,+913744703737,Tirupati,Telangana,Mauritania,2021-04-29,PREMIUM
CUST-00358,Raghav Kumar,omishagill@example.net,01823434474,Latur,Andhra Pradesh,SÃ£o TomÃ© and PrÃ­ncipe,2023-11-11,PREMIUM
CUST-00359,Januja Samra,rkari@example.com,+911296076080,Srikakulam,Kerala,Nauru,2025-07-25,VIP
CUST-00360,Tanvi Bath,yutikaraman@example.net,06543584105,Bhind,Odisha,Egypt,2018-11-09,PREMIUM
CUST-00361,Omaja Butala,invalid-email-0@,7006772342,Machilipatnam,Uttar Pradesh,Portugal,2023-10-14,REGULAR
CUST-00362,Lucky Gokhale,cbava@example.net,+915903986623,Delhi,Odisha,Finland,2025-11-07,PREMIUM
CUST-00363,Krisha Sridhar,sibalwakeeta@example.net,02161765726,Panchkula,Uttar Pradesh,Central African Republic,2023-03-09,REGULAR
CUST-00364,Urmi Wali,zayyanbadal@example.com,8009996403,Bhiwani,Tripura,Czech Republic,2023-08-09,REGULAR
CUST-00365,Ayush Zacharia,uraj@example.com,2445171035,Guna,Tamil Nadu,Belarus,2022-06-05,VIP
CUST-00366,Girik Srivastava,choudharytanmayi@example.net,5249151533,Udupi,Madhya Pradesh,Portugal,2018-10-12,VIP
CUST-00367,Barkha Bora,bedichakradev@example.net,9280246188,Meerut,Maharashtra,Costa Rica,2018-06-16,PREMIUM
CUST-00368,Yochana Kari,theodore37@example.net,08473980483,Mango,Tripura,Paraguay,2022-10-07,VIP
CUST-00369,Simon Yadav,vaishnavipingle@example.net,+912746927943,Avadi,Tripura,San Marino,2020-07-15,PREMIUM
CUST-00370,Daniel Ravel,hemanginigarg@example.org,+918797780458,Sambhal,Sikkim,Jamaica,2018-12-12,VIP
CUST-00371,Rayaan Golla,pandeyudant@example.net,04076019039,Anantapur,Gujarat,Angola,2025-03-17,VIP
CUST-00372,Gautami Boase,pdoctor@example.net,+916283320484,Rohtak,Tamil Nadu,CÃ´te d'Ivoire,2021-05-10,REGULAR
CUST-00373,Christopher Chad,abhiram34@example.net,3165488918,Sagar,Uttar Pradesh,South Africa,2018-03-11,REGULAR
CUST-00374,Mugdha Gaba,samarraghavan@example.com,01978171123,Erode,Chhattisgarh,Estonia,2019-03-31,PREMIUM
CUST-00375,Sarthak Ravi,harshilgara@example.org,+911848691238,Hindupur,Telangana,Guyana,2024-01-01,PREMIUM
CUST-00376,Jairaj Goel,jalsadhingra@example.org,1676963056,Raipur,Kerala,Italy,2018-10-15,REGULAR
CUST-00377,David Dugal,krishkamdar@example.net,+917573103201,Avadi,Tripura,Germany,2022-12-09,REGULAR
CUST-00378,Fitan Khalsa,rajagopalviraj@example.org,+917661760585,Katni,Chhattisgarh,Mongolia,2023-01-06,PREMIUM
CUST-00379,Urvi Kala,fbhattacharyya@example.com,08513436014,Korba,Assam,San Marino,2020-10-13,VIP
CUST-00380,Shravya Jaggi,gmannan@example.com,+915640867457,Bhimavaram,Maharashtra,Canada,2024-01-06,PREMIUM
CUST-00381,Azaan Sehgal,tchar@example.com,08504078516,Nizamabad,Rajasthan,Guyana,2022-11-08,VIP
CUST-00382,Gavin Sanghvi,lgolla@example.com,4002139659,Jehanabad,Uttar Pradesh,Estonia,2021-04-17,REGULAR
CUST-00383,Lajita Pandey,leenaloyal@example.com,05462834359,Tezpur,Punjab,Norway,2025-10-07,PREMIUM
CUST-00384,Harsh Deo,chahalzayyan@example.com,+913457672324,Tirupati,Mizoram,Bahrain,2023-11-30,REGULAR
CUST-00385,Eesha Kibe,rohanjhaveri@example.com,+916023083711,Bihar Sharif,Chhattisgarh,Uganda,2024-04-23,VIP
CUST-00386,Netra Hayre,chakradevbail@example.org,+910351470090,Agartala,Manipur,Vatican City,2025-11-20,VIP
CUST-00387,Sai Dube,davidpant@example.com,01253477980,Mumbai,Madhya Pradesh,Qatar,2022-05-27,VIP
CUST-00388,Balendra Sem,orinder21@example.com,+913613685091,Anand,Kerala,Mauritania,2019-10-22,REGULAR
CUST-00389,Qasim Sha,sahnichameli@example.org,+917067457543,Bhagalpur,Telangana,Nepal,2019-03-12,REGULAR
CUST-00390,Parth Pandit,balanaarush@example.com,+919588516840,Hindupur,Jharkhand,South Africa,2022-09-28,VIP
CUST-00391,Samarth Om,girindra30@example.org,8628991642,Bilaspur,Maharashtra,Canada,2024-09-17,REGULAR
CUST-00392,Orinder Panchal,xkunda@example.net,4761232112,Kakinada,Manipur,Republic of the Congo,2024-12-24,REGULAR
CUST-00393,Vamakshi Gupta,wganesh@example.net,06112794166,Shivpuri,Tamil Nadu,North Macedonia,2025-03-02,REGULAR
CUST-00394,Nachiket Sankaran,mayalata@example.net,+916421457511,Nadiad,Andhra Pradesh,Azerbaijan,2024-09-17,REGULAR
CUST-00395,Darika Zacharia,udhar@example.net,+914896629658,Madurai,Sikkim,Palestine,2018-12-22,REGULAR
CUST-00396,Samarth Johal,baljiwan09@example.com,+916663607109,Karaikudi,Karnataka,Haiti,2021-02-06,REGULAR
CUST-00397,Prisha Mitra,ishwar65@example.net,3733332065,Gorakhpur,Uttarakhand,Palestine,2019-02-06,REGULAR
CUST-00398,Ucchal Kamdar,kashvirout@example.com,09503098820,Siwan,Uttar Pradesh,Grenada,2020-02-22,PREMIUM
CUST-00399,Rachana Pal,edhitha04@example.com,+914564595349,Anand,Uttarakhand,Bolivia,2018-05-15,PREMIUM
CUST-00400,Faras Parmar,jatwal@example.net,05617228500,Rajkot,Haryana,Luxembourg,2018-06-03,VIP
CUST-00401,Faras Parmar,jatwal@example.net,05617228500,Rajkot,Haryana,Eritrea,2019-08-20,PREMIUM
CUST-00402,Lila Basu,banerjeematthew@example.com,02779299410,Bidar,Haryana,Honduras,2020-07-19,PREMIUM
CUST-00403,Leena Shetty,barmanpratyush@example.net,+911776219313,Varanasi,Telangana,Kyrgyzstan,2018-11-09,PREMIUM
CUST-00404,Pushti Raghavan,urvashimangat@example.com,08558715494,Alwar,Manipur,Vietnam,2020-11-10,VIP
CUST-00405,Gaurang D’Alia,devmani@example.org,09399270460,Amroha,Uttar Pradesh,Estonia,2020-01-11,PREMIUM
CUST-00406,Gautami Dada,ekbal46@example.net,7277723461,Gandhidham,Assam,Hungary,2023-04-15,REGULAR
CUST-00407,Kamya Loke,olivermane@example.com,5613370990,Proddatur,Meghalaya,Portugal,2022-05-12,PREMIUM
CUST-00408,Hamsini Joshi,ryan98@example.org,1669889302,Dhule,Himachal Pradesh,Laos,2019-12-04,PREMIUM
CUST-00409,Krishna Dara,daksha53@example.net,03247557366,Alwar,Assam,Bulgaria,2018-03-10,REGULAR
CUST-00410,Niharika Dutt,majumdarurvi@example.net,6061939508,Gurgaon,Karnataka,Tanzania,2020-04-29,PREMIUM
CUST-00411,Faras Bhalla,harini20@example.org,8707799886,Ongole,Mizoram,Guatemala,2023-11-22,VIP
CUST-00412,Vedika Malhotra,isha93@example.com,+914879109143,Karaikudi,Kerala,Qatar,2018-12-26,PREMIUM
CUST-00413,Vasatika Gara,yamini56@example.net,08879917158,Orai,Meghalaya,Jordan,2024-10-30,PREMIUM
CUST-00414,George Chaudhry,ukapur@example.net,08418564064,Berhampore,Punjab,El Salvador,2022-03-18,VIP
CUST-00415,Triya Krishna,girik61@example.org,7987468299,Muzaffarnagar,Nagaland,Guinea,2018-12-29,PREMIUM
CUST-00416,Nicholas Chana,udyatibala@example.com,+912169348248,Tirunelveli,Goa,North Korea,2019-06-17,VIP
CUST-00417,Megha Barad,meghana60@example.org,+914807918605,Sonipat,Bihar,Vatican City,2025-07-24,VIP
CUST-00418,Anay Swamy,hredhaankarnik@example.org,+918202388675,Bellary,Manipur,North Korea,2018-01-18,PREMIUM
CUST-00419,Abhiram Apte,anayraju@example.org,09698659090,Bhubaneswar,Tripura,Cape Verde,2020-01-15,PREMIUM
CUST-00420,Vasana Dora,matthew36@example.org,2714980135,Dindigul,Sikkim,Germany,2020-06-29,VIP
CUST-00421,Omkaar Khare,prishanaik@example.net,04545804837,Chennai,Punjab,Libya,2022-09-16,VIP
CUST-00422,Omkaar Bhatnagar,balvan35@example.com,+912250748922,Karimnagar,Kerala,Kyrgyzstan,2025-12-14,PREMIUM
CUST-00423,Yagnesh Raghavan,ssodhi@example.org,+911435165934,New Delhi,Kerala,Germany,2025-06-25,PREMIUM
CUST-00424,Pranav Pandya,rushil64@example.com,+916286988180,Anantapur,Karnataka,Guatemala,2024-07-16,PREMIUM
CUST-00425,Anamika Uppal,ksampath@example.net,06260997042,Akola,Nagaland,Austria,2022-03-13,PREMIUM
CUST-00426,Chaitanya Singhal,dixitvamakshi@example.com,09508290559,Kottayam,Rajasthan,Uruguay,2023-01-29,REGULAR
CUST-00427,Lakshit Ramesh,prasadnicholas@example.com,03281418678,Barasat,Rajasthan,Turkey,2025-10-30,PREMIUM
CUST-00428,Harrison Kashyap,chegde@example.com,+916780821874,Munger,Tamil Nadu,Ghana,2020-01-03,REGULAR
CUST-00429,Janya Doctor,pallaviboase@example.net,1034931408,Erode,Rajasthan,Saint Lucia,2024-01-08,PREMIUM
CUST-00430,Faraj Saraf,jhabhavani@example.net,03708229081,Mumbai,Uttarakhand,Antigua and Barbuda,2021-05-23,PREMIUM
CUST-00431,Daksh Sarin,aarini42@example.net,+911888974892,Srinagar,Karnataka,Saudi Arabia,2021-12-24,VIP
CUST-00432,Nimrat Krishna,xbora@example.com,6866674813,Rewa,Mizoram,Guyana,2022-06-07,REGULAR
CUST-00433,Balveer Chahal,wyattghosh@example.org,+919730540167,Bihar Sharif,Himachal Pradesh,Ghana,2023-05-16,REGULAR
CUST-00434,Aditya Sheth,ovig@example.net,07175265512,Muzaffarnagar,Himachal Pradesh,East Timor,2022-01-27,PREMIUM
CUST-00435,Finn Dar,balasubramaniankrish@example.com,02922894276,Bilaspur,Madhya Pradesh,Zambia,2023-12-04,REGULAR
CUST-00436,Inaya Barad,chandran25@example.org,07034219126,Kakinada,Kerala,Ghana,2023-06-01,VIP
CUST-00437,Girindra Rao,unarayan@example.com,6517626416,Morbi,Assam,Lebanon,2019-08-03,VIP
CUST-00438,Isha Tak,xsharma@example.com,+910597148717,Thrissur,Andhra Pradesh,Comoros,2021-10-26,PREMIUM
CUST-00439,Pahal Trivedi,qarinwali@example.net,+911146802232,Ulhasnagar,Uttar Pradesh,Iceland,2023-07-19,PREMIUM
CUST-00440,Bahadurjit Salvi,varshakumar@example.org,5944051999,Raurkela Industrial Township,Kerala,Liechtenstein,2021-07-18,PREMIUM
CUST-00441,Zinal Reddy,urvashibedi@example.com,04386424329,Barasat,Uttar Pradesh,Vatican City,2025-11-23,REGULAR
