sales_month,customer_id,customer_name,revenue
2024-07,CUST-00334,Mahika Swaminathan,7876.74
2024-07,CUST-00105,Shravya Palan,6860.36
2024-07,CUST-00244,Ridhi Mistry,6708.32
2024-07,CUST-00421,Omkaar Khare,6340.82
2024-07,CUST-00373,Christopher Chad,1661.57
2024-08,CUST-00081,Balvan Hegde,24230.27
2024-08,CUST-00100,Triveni Varma,15523.26
2024-08,CUST-00309,Amol Om,13006.38
2024-08,CUST-00339,Luke Raj,12345.78
2024-08,CUST-00162,Garima Bhagat,9488.05
2024-08,CUST-00092,Falak Gopal,7636.79
2024-08,CUST-00425,Anamika Uppal,4067.97
2024-08,CUST-00398,Ucchal Kamdar,3375.86
2024-08,CUST-00446,Theodore Dara,1567.71
2024-08,CUST-00379,Urvi Kala,709.26
2024-09,CUST-00009,Zayan Khosla,34492.45
2024-09,CUST-00358,Raghav Kumar,22157.44
2024-09,CUST-00398,Ucchal Kamdar,20232.77
2024-09,CUST-00100,Triveni Varma,19949.63
2024-09,CUST-00444,Jackson Batta,15666.16
2024-09,CUST-00127,Aadhya Hora,12609.32
2024-09,CUST-00473,Anita Solanki,11010.53
2024-09,CUST-00135,Neelima Andra,11001.23
2024-09,CUST-00238,Avni Suresh,7491.55
2024-09,CUST-00288,Kevin Ratti,6991.68
2024-10,CUST-00411,Faras Bhalla,19093.51
2024-10,CUST-00312,Vedhika Som,18130.97
2024-10,CUST-00224,Urishilla Sibal,16516.75
2024-10,CUST-00189,Ishita Dhaliwal,15450.92
2024-10,CUST-00428,Harrison Kashyap,15403.63
2024-10,CUST-00306,Watika Sodhi,12636.04
2024-10,CUST-00338,Charan Sidhu,11805.49
2024-10,CUST-00017,Leena Sampath,10743.92
2024-10,CUST-00477,Omaja Dugar,10020.28
2024-10,CUST-00297,Guneet Som,9824.73
2024-11,CUST-00169,Atharv Baria,25941.12
2024-11,CUST-00054,Chandresh Kurian,18623.1
2024-11,CUST-00135,Neelima Andra,16794.69
2024-11,CUST-00413,Vasatika Gara,14065.98
2024-11,CUST-00340,Charvi Srinivasan,13405.0
2024-11,CUST-00226,Farhan Sami,12964.77
2024-11,CUST-00028,Tanvi Chander,11994.77
2024-11,CUST-00192,Zashil Patil,9689.5
2024-11,CUST-00084,Dominic Dutt,9560.02
2024-11,CUST-00439,Pahal Trivedi,8578.26
2024-12,CUST-00145,Kalpit Mitra,19029.78
2024-12,CUST-00235,Amruta Viswanathan,15884.8
2024-12,CUST-00298,Baljiwan Chaudhuri,13718.92
2024-12,CUST-00359,Januja Samra,12989.75
2024-12,CUST-00494,Shravya Patil,11986.65
2024-12,CUST-00213,Ikbal Bedi,11723.21
2024-12,CUST-00080,Dominic Sankaran,6265.04
2024-12,CUST-00492,Indrajit Setty,5704.93
2024-12,CUST-00404,Pushti Raghavan,5344.59
2024-12,CUST-00240,Urvashi Anand,5157.85
2025-01,CUST-00369,Simon Yadav,26380.97
2025-01,CUST-00338,Charan Sidhu,13044.49
2025-01,CUST-00086,Hiral Divan,9122.06
2025-01,CUST-00350,Priya Modi,6081.5
2025-01,CUST-00385,Eesha Kibe,5786.39
2025-01,CUST-00448,Yuvraj Sethi,3841.88
2025-01,CUST-00217,Manthan Shere,3523.32
2025-01,CUST-00473,Anita Solanki,1932.63
2025-01,CUST-00158,Orinder Purohit,1814.73
2025-01,CUST-00012,Mohammed Sankar,1693.16
2025-02,CUST-00457,Watika Kota,28874.87
2025-02,CUST-00179,Shaurya Sur,22436.65
2025-02,CUST-00097,Ansh Parmer,21322.38
2025-02,CUST-00078,Hiral Contractor,19935.11
2025-02,CUST-00124,Reva Dugar,17986.62
2025-02,CUST-00365,Ayush Zacharia,16541.74
2025-02,CUST-00320,Umang Bhardwaj,14741.91
2025-02,CUST-00218,Ekavir Mukherjee,14682.73
2025-02,CUST-00185,Jeet Deo,14167.63
2025-02,CUST-00293,Liam Chander,14107.59
2025-03,CUST-00128,Jairaj Pandey,41475.51
2025-03,CUST-00188,Kai Karan,17098.68
2025-03,CUST-00497,Harish Nazareth,14510.45
2025-03,CUST-00083,Atharv Tailor,12740.47
2025-03,CUST-00213,Ikbal Bedi,11012.71
2025-03,CUST-00157,Irya Narayan,10132.73
2025-03,CUST-00025,Bachittar Ben,9359.23
2025-03,CUST-00177,Aadi Nigam,3554.26
2025-03,CUST-00240,Urvashi Anand,3092.61
2025-03,CUST-00348,Waida Bahri,1916.06
2025-04,CUST-00211,Devansh Das,33692.13
2025-04,CUST-00493,Shaurya Dhaliwal,31272.0
2025-04,CUST-00069,Mitali Reddy,23544.15
2025-04,CUST-00459,Damyanti Som,20649.15
2025-04,CUST-00092,Falak Gopal,18941.64
2025-04,CUST-00303,Dev Ganguly,17748.22
2025-04,CUST-00197,Manthan Balan,15973.78
2025-04,CUST-00064,Sai Lanka,14868.92
2025-04,CUST-00087,Anusha Shukla,14790.61
2025-04,CUST-00121,Yash Dhaliwal,12585.52
2025-05,CUST-00139,Maya Chauhan,21539.98
2025-05,CUST-00143,Dalbir Hegde,20481.94
2025-05,CUST-00172,Lakshmi Wason,19594.45
2025-05,CUST-00119,Ekaraj Contractor,18830.7
2025-05,CUST-00444,Jackson Batta,18773.06
2025-05,CUST-00218,Ekavir Mukherjee,12972.83
2025-05,CUST-00494,Shravya Patil,12583.54
2025-05,CUST-00111,Raagini Upadhyay,11385.97
2025-05,CUST-00369,Simon Yadav,9984.93
2025-05,CUST-00496,Kai Suresh,9727.64
2025-06,CUST-00143,Dalbir Hegde,33583.01
2025-06,CUST-00155,Balendra Roy,24925.21
2025-06,CUST-00153,Ekalinga Bala,10317.1
2025-06,CUST-00025,Bachittar Ben,8650.36
2025-06,CUST-00478,Alka Manne,7947.24
2025-06,CUST-00408,Hamsini Joshi,6965.07
2025-06,CUST-00498,Nachiket Johal,5703.53
2025-06,CUST-00265,Om Amble,2434.44
2025-06,CUST-00388,Balendra Sem,1727.67
2025-07,CUST-00267,Yochana Ahluwalia,37010.94
2025-07,CUST-00058,Nicholas Brahmbhatt,27764.16
2025-07,CUST-00156,Indira Ben,21900.81
2025-07,CUST-00036,Aayush Maharaj,19738.61
2025-07,CUST-00249,Zashil Desai,17982.86
2025-07,CUST-00211,Devansh Das,16834.02
2025-07,CUST-00084,Dominic Dutt,14002.48
2025-07,CUST-00203,Saanvi Bajwa,11125.64
2025-07,CUST-00063,Yatin Bumb,10433.06
2025-07,CUST-00185,Jeet Deo,9734.07
2025-08,CUST-00118,Lila Mishra,38131.45
2025-08,CUST-00209,Umang Shetty,33922.9
2025-08,CUST-00156,Indira Ben,27023.15
2025-08,CUST-00166,Anmol Sarkar,24726.45
2025-08,CUST-00279,Om Handa,24368.66
2025-08,CUST-00270,Brinda Lad,16910.31
2025-08,CUST-00370,Daniel Ravel,15770.69
2025-08,CUST-00216,Logan Murty,14219.74
2025-08,CUST-00353,Wishi Mangal,13848.74
2025-08,CUST-00452,Sara Vasa,13332.24
2025-09,CUST-00414,George Chaudhry,25077.3
2025-09,CUST-00028,Tanvi Chander,23416.76
2025-09,CUST-00342,Lucky Menon,15801.24
2025-09,CUST-00352,Chanakya Rastogi,13665.3
2025-09,CUST-00245,Rohan Krishnamurthy,11719.29
2025-09,CUST-00038,Oliver Agate,7967.14
2025-09,CUST-00077,Jasmit Reddy,7461.67
2025-09,CUST-00492,Indrajit Setty,6141.62
2025-09,CUST-00192,Zashil Patil,4513.3
2025-09,CUST-00064,Sai Lanka,2671.43
2025-10,CUST-00120,Sara Brar,9286.58
2025-10,CUST-00154,Shaurya Raja,7695.78
2025-10,CUST-00467,Bimala Issac,6606.5
2025-10,CUST-00379,Urvi Kala,6017.19
2025-10,CUST-00102,Vrishti Natarajan,6006.45
2025-10,CUST-00038,Oliver Agate,632.9
2025-11,CUST-00363,Krisha Sridhar,28695.41
2025-11,CUST-00441,Zinal Reddy,28313.48
2025-11,CUST-00408,Hamsini Joshi,26908.91
2025-11,CUST-00334,Mahika Swaminathan,22538.15
2025-11,CUST-00005,Harrison Chada,21590.18
2025-11,CUST-00313,Ojas Seth,17521.83
2025-11,CUST-00009,Zayan Khosla,16499.6
2025-11,CUST-00211,Devansh Das,16135.03
2025-11,CUST-00098,Wyatt Dubey,12579.91
2025-11,CUST-00440,Bahadurjit Salvi,9992.83
2025-12,CUST-00048,Bhavna Srinivasan,36489.71
2025-12,CUST-00385,Eesha Kibe,26242.04
2025-12,CUST-00150,Megha Chaudhary,21630.26
2025-12,CUST-00350,Priya Modi,20863.73
2025-12,CUST-00255,Rushil Nagi,20165.46
2025-12,CUST-00405,Gaurang D’Alia,20155.07
2025-12,CUST-00045,Abha Dhingra,19909.88
2025-12,CUST-00188,Kai Karan,15964.36
2025-12,CUST-00479,Ridhi Sibal,13013.04
2025-12,CUST-00058,Nicholas Brahmbhatt,11032.41
2026-01,CUST-00166,Anmol Sarkar,16184.57
2026-01,CUST-00384,Harsh Deo,10705.28
2026-01,CUST-00322,Jhalak Pandey,10468.73
2026-01,CUST-00047,Varsha Sastry,10273.82
2026-01,CUST-00444,Jackson Batta,9077.57
2026-01,CUST-00176,Teerth Hari,8695.95
2026-01,CUST-00165,Praneel Shroff,8043.95
2026-01,CUST-00362,Lucky Gokhale,7661.23
2026-01,CUST-00333,Lekha Aggarwal,6455.46
2026-01,CUST-00408,Hamsini Joshi,6024.86
2026-02,CUST-00445,Oeshi Nori,23465.06
2026-02,CUST-00095,Bhavini Kalla,15458.13
2026-02,CUST-00472,Qasim Shanker,14131.78
2026-02,CUST-00452,Sara Vasa,11430.34
2026-02,CUST-00066,Noah Dora,8887.74
2026-02,CUST-00031,Bhavya Oommen,8426.37
2026-02,CUST-00028,Tanvi Chander,8213.02
2026-02,CUST-00081,Balvan Hegde,6055.16
2026-02,CUST-00150,Megha Chaudhary,4939.77
2026-02,CUST-00312,Vedhika Som,3887.38
2026-03,CUST-00323,Wazir Lal,33388.78
2026-03,CUST-00395,Darika Zacharia,20611.81
2026-03,CUST-00239,Mason Ramakrishnan,13465.76
2026-03,CUST-00044,Yadavi Bahl,12376.46
2026-03,CUST-00105,Shravya Palan,12128.14
2026-03,CUST-00374,Mugdha Gaba,11750.28
2026-03,CUST-00050,Xalak Khosla,10697.11
2026-03,CUST-00116,Pavani Swaminathan,9811.13
2026-03,CUST-00455,Tanay Lata,7302.65
2026-03,CUST-00441,Zinal Reddy,6334.78
2026-04,CUST-00143,Dalbir Hegde,57174.7
2026-04,CUST-00180,Ekaraj Tripathi,21459.17
2026-04,CUST-00309,Amol Om,18767.42
2026-04,CUST-00029,Bhavna Sidhu,13967.04
2026-04,CUST-00500,Tarak Pall,11073.3
2026-04,CUST-00015,Unni Gill,10598.76
2026-04,CUST-00482,Gauri Parmer,9076.48
2026-04,CUST-00177,Aadi Nigam,7754.39
2026-04,CUST-00127,Aadhya Hora,6282.61
2026-04,CUST-00433,Balveer Chahal,5500.78
2026-05,CUST-00237,Dalaja Parsa,22635.25
2026-05,CUST-00046,Siya Desai,19841.94
2026-05,CUST-00402,Lila Basu,19538.98
2026-05,CUST-00156,Indira Ben,15175.03
2026-05,CUST-00221,Chanchal Bhat,15099.7
2026-05,CUST-00165,Praneel Shroff,7838.35
2026-05,CUST-00331,Gaurang Pal,5968.05
2026-05,CUST-00079,Triya Salvi,3944.96
2026-05,CUST-00036,Aayush Maharaj,2901.37
2026-06,CUST-00417,Megha Barad,26137.41
2026-06,CUST-00261,Yatin Dhaliwal,23668.91
2026-06,CUST-00255,Rushil Nagi,18873.0
2026-06,CUST-00192,Zashil Patil,18375.28
2026-06,CUST-00313,Ojas Seth,17907.33
2026-06,CUST-00334,Mahika Swaminathan,15907.54
2026-06,CUST-00118,Lila Mishra,12318.34
2026-06,CUST-00395,Darika Zacharia,11958.97
2026-06,CUST-00340,Charvi Srinivasan,9600.43
2026-06,CUST-00015,Unni Gill,8814.27
2026-07,CUST-00225,Mohini Apte,20490.4
2026-07,CUST-00277,Dhruv Bose,19046.76
2026-07,CUST-00488,Kai Johal,13426.94
2026-07,CUST-00009,Zayan Khosla,11505.31
2026-07,CUST-00329,Jagat Srinivas,9007.84
2026-07,CUST-00336,Ishani Deshmukh,8536.14
2026-07,CUST-00427,Lakshit Ramesh,8468.41
2026-07,CUST-00367,Barkha Bora,6042.28
2026-07,CUST-00431,Daksh Sarin,4088.31
2026-07,CUST-00292,Gunbir Mukhopadhyay,1370.12
2026-08,CUST-00431,Daksh Sarin,37042.96
2026-08,CUST-00093,Mason Sarraf,36921.49
2026-08,CUST-00354,Reyansh Tripathi,36223.41
2026-08,CUST-00493,Shaurya Dhaliwal,36006.68
2026-08,CUST-00434,Aditya Sheth,35523.15
2026-08,CUST-00405,Gaurang D’Alia,35438.11
2026-08,CUST-00097,Ansh Parmer,33168.24
2026-08,CUST-00016,Lucky Deo,31904.27
2026-08,CUST-00427,Lakshit Ramesh,28421.22
2026-08,CUST-00259,Oeshi Wali,28042.94
