customer_id,customer_name,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score
CUST-00346,Mohammed Mander,180.0,1,0.0,3,1,1,5
CUST-00276,Vasana Nayak,2364.0,1,27584.28,0,1,3,4
CUST-00260,Jhalak Hans,1964.0,1,27393.99,0,1,3,4
CUST-00253,Harini Dhar,1339.0,1,23775.65,0,1,3,4
CUST-00104,Jacob Sastry,1605.0,1,23484.05,0,1,3,4
CUST-00295,Arin Varty,1240.0,1,19324.39,1,1,2,4
CUST-00055,Vyanjana Oommen,1864.0,2,18981.59,0,2,2,4
CUST-00377,David Dugal,2261.0,2,17189.16,0,2,2,4
CUST-00356,Anvi Ben,831.0,1,17100.39,1,1,2,4
CUST-00072,Bimala Bains,1305.0,2,16545.6,0,2,2,4
CUST-00148,Vivaan Mital,1587.0,2,15436.02,0,2,2,4
CUST-00200,Chaman De,1026.0,1,14739.04,1,1,2,4
CUST-00043,Ishaan Ramachandran,1742.0,2,14349.25,0,2,2,4
CUST-00250,Upma Raj,877.0,1,13575.13,1,1,2,4
CUST-00131,Laban Wadhwa,1449.0,2,11948.68,0,2,2,4
CUST-00383,Lajita Pandey,1047.0,1,11195.52,1,1,2,4
CUST-00202,Abdul Murty,2308.0,2,11149.48,0,2,2,4
CUST-00337,Aishani Gopal,1090.0,1,10929.75,1,1,2,4
CUST-00422,Omkaar Bhatnagar,853.0,1,10713.98,1,1,2,4
CUST-00007,Chameli Bath,1582.0,3,10229.93,0,3,1,4
CUST-00238,Avni Suresh,706.0,2,7491.55,1,2,1,4
CUST-00108,Avni Nayak,2357.0,1,18901.26,0,1,2,3
CUST-00023,Devika Sarin,1506.0,1,15971.03,0,1,2,3
CUST-00114,Matthew Bhakta,1873.0,1,13148.67,0,1,2,3
CUST-00456,Yashica Ramakrishnan,1331.0,1,12967.01,0,1,2,3
CUST-00208,Hritik Dasgupta,1743.0,1,12770.91,0,1,2,3
CUST-00003,Caleb Loyal,2035.0,1,12579.26,0,1,2,3
CUST-00285,Bishakha Bal,1557.0,1,12163.21,0,1,2,3
CUST-00056,Fiyaz Nagarajan,1828.0,1,11874.5,0,1,2,3
CUST-00491,Maya Wali,2145.0,1,11582.66,0,1,2,3
CUST-00324,Upasna Ray,2074.0,1,10926.74,0,1,2,3
CUST-00462,Bishakha Gara,1477.0,2,9350.2,0,2,1,3
CUST-00268,Krishna Patla,966.0,1,7295.29,1,1,1,3
CUST-00288,Kevin Ratti,699.0,1,6991.68,1,1,1,3
CUST-00406,Gautami Dada,1267.0,1,6983.6,1,1,1,3
CUST-00193,Anirudh Rege,898.0,1,6976.85,1,1,1,3
CUST-00034,Pratyush Sahota,1888.0,2,6787.27,0,2,1,3
CUST-00343,Chanakya Chakraborty,1936.0,2,6664.28,0,2,1,3
CUST-00371,Rayaan Golla,989.0,1,6548.7,1,1,1,3
CUST-00001,Theodore Arya,1109.0,1,5469.67,1,1,1,3
CUST-00330,Indrajit Bhatnagar,1529.0,2,5448.46,0,2,1,3
CUST-00068,Devansh Parsa,774.0,1,4564.56,1,1,1,3
CUST-00470,Jagrati Raghavan,2096.0,2,3578.3,0,2,1,3
CUST-00273,Yamini Handa,1155.0,1,85.83,1,1,1,3
CUST-00311,Tanmayi Sathe,875.0,1,0.0,1,1,1,3
CUST-00141,Warda Prakash,1176.0,1,0.0,1,1,1,3
CUST-00010,Brinda Raman,1613.0,1,10018.58,0,1,1,2
CUST-00204,Zansi Gala,2385.0,1,9194.23,0,1,1,2
CUST-00469,Balendra Rajagopal,1818.0,1,8119.7,0,1,1,2
CUST-00032,Ekanta Bhagat,1614.0,1,7779.43,0,1,1,2
CUST-00134,Oscar Yogi,2217.0,1,7699.65,0,1,1,2
CUST-00266,Ekavir Bassi,1361.0,1,6587.15,0,1,1,2
CUST-00416,Nicholas Chana,2114.0,1,6481.71,0,1,1,2
CUST-00453,Tara Manne,2026.0,1,6119.78,0,1,1,2
CUST-00316,Elijah Varghese,1509.0,1,5584.79,0,1,1,2
CUST-00287,Henry Ramaswamy,1297.0,1,5532.32,0,1,1,2
CUST-00476,Aayush Borra,2179.0,1,5411.44,0,1,1,2
CUST-00378,Fitan Khalsa,1674.0,1,5337.64,0,1,1,2
CUST-00468,Zansi Brahmbhatt,1371.0,1,5188.07,0,1,1,2
CUST-00035,Tamanna Sethi,1335.0,1,4957.74,0,1,1,2
CUST-00199,Aarnav Sastry,1799.0,1,3683.3,0,1,1,2
CUST-00106,Rajata Balakrishnan,2107.0,1,99.93,0,1,1,2
CUST-00304,Tripti Kaur,1787.0,1,0.0,0,1,1,2
CUST-00122,Nathan Swamy,2335.0,1,0.0,0,1,1,2
CUST-00011,Wakeeta Choudhary,,0,0.0,0,1,1,2
CUST-00013,Ekani Bose,,0,0.0,0,1,1,2
CUST-00027,Ekta Arora,,0,0.0,0,1,1,2
CUST-00037,Chatresh Kohli,,0,0.0,0,1,1,2
CUST-00057,Yahvi Varkey,,0,0.0,0,1,1,2
CUST-00088,Ekantika Chacko,,0,0.0,0,1,1,2
CUST-00090,Gaurang Sagar,,0,0.0,0,1,1,2
CUST-00130,Hritik Dugar,,0,0.0,0,1,1,2
CUST-00133,Vanya Ramachandran,,0,0.0,0,1,1,2
CUST-00137,Chaitanya Narayan,,0,0.0,0,1,1,2
CUST-00191,Falguni Lall,,0,0.0,0,1,1,2
CUST-00198,Bahadurjit Pandya,,0,0.0,0,1,1,2
CUST-00212,Parth Sur,,0,0.0,0,1,1,2
CUST-00232,Deepa Bajwa,,0,0.0,0,1,1,2
CUST-00263,Harish Seshadri,,0,0.0,0,1,1,2
CUST-00281,Manthan Rama,,0,0.0,0,1,1,2
CUST-00308,Anvi Oza,,0,0.0,0,1,1,2
CUST-00315,Nathan Bhatnagar,,0,0.0,0,1,1,2
CUST-00319,Krish Thakur,,0,0.0,0,1,1,2
CUST-00327,Aarini Goda,,0,0.0,0,1,1,2
CUST-00341,Aashi Gade,,0,0.0,0,1,1,2
CUST-00357,Advaith Sen,,0,0.0,0,1,1,2
CUST-00418,Anay Swamy,,0,0.0,0,1,1,2
CUST-00420,Vasana Dora,,0,0.0,0,1,1,2
CUST-00438,Isha Tak,,0,0.0,0,1,1,2
CUST-00460,Dayita Suri,,0,0.0,0,1,1,2
CUST-00475,Indira Morar,,0,0.0,0,1,1,2
CUST-00484,Mitali Seth,,0,0.0,0,1,1,2
CUST-00486,Faraj Nayak,,0,0.0,0,1,1,2
CUST-00495,Atharv Dar,,0,0.0,0,1,1,2
