customer_id,customer_name,customer_type,recency_days,frequency,monetary,final_segment,rfm_score
CUST-00455,Tanay Lata,REGULAR,151.0,2,7302.65,Developing,6
CUST-00187,Arunima Sagar,VIP,0.0,1,6482.28,Developing,6
CUST-00246,Kiaan Sharaf,VIP,0.0,1,5621.18,Developing,6
CUST-00089,Zarna Mitra,REGULAR,0.0,1,3676.0,Developing,6
CUST-00008,Warhi Bhatnagar,VIP,0.0,1,3645.01,Developing,6
CUST-00065,Ishita Bail,REGULAR,0.0,1,0.0,Developing,6
CUST-00366,Girik Srivastava,VIP,0.0,1,0.0,Developing,6
CUST-00284,Ekaraj Sibal,PREMIUM,2020.0,2,29129.35,At Risk,5
CUST-00160,Owen Upadhyay,VIP,1347.0,2,28863.97,At Risk,5
CUST-00387,Sai Dube,VIP,1334.0,2,27896.16,At Risk,5
CUST-00368,Yochana Kari,VIP,1859.0,2,27721.04,At Risk,5
CUST-00210,Warda Yadav,PREMIUM,909.0,1,24776.32,At Risk,5
CUST-00231,Charles Soni,VIP,1757.0,2,21956.88,At Risk,5
CUST-00464,Viraj Balakrishnan,PREMIUM,825.0,2,21016.38,At Risk,5
CUST-00463,Dominic Rajan,PREMIUM,916.0,2,20869.13,At Risk,5
CUST-00140,Aayush Sodhi,VIP,1265.0,2,20539.42,At Risk,5
CUST-00205,Siddharth Varkey,PREMIUM,1238.0,2,20354.9,At Risk,5
CUST-00424,Pranav Pandya,PREMIUM,741.0,2,17822.48,At Risk,5
CUST-00442,Xavier Gulati,REGULAR,1113.0,2,16695.6,At Risk,5
CUST-00220,Falan Kadakia,PREMIUM,1833.0,3,16610.54,At Risk,5
CUST-00394,Nachiket Sankaran,REGULAR,1031.0,2,16028.06,At Risk,5
CUST-00197,Manthan Balan,VIP,490.0,1,15973.78,At Risk,5
CUST-00235,Amruta Viswanathan,PREMIUM,605.0,1,15884.8,At Risk,5
CUST-00103,Nachiket Balan,PREMIUM,847.0,2,15508.34,At Risk,5
CUST-00018,Aarav Vyas,VIP,1083.0,2,15108.65,At Risk,5
CUST-00286,Waida Apte,VIP,659.0,2,12721.18,At Risk,5
CUST-00098,Wyatt Dubey,VIP,265.0,1,12579.91,At Risk,5
CUST-00461,Tanvi Pathak,PREMIUM,1109.0,2,11724.97,At Risk,5
CUST-00345,Ria Natt,VIP,1035.0,2,11552.05,At Risk,5
CUST-00310,Varsha Devan,VIP,1280.0,3,11128.25,At Risk,5
CUST-00146,Reva Prabhu,VIP,837.0,2,10519.27,At Risk,5
CUST-00262,Chameli Chahal,PREMIUM,382.0,2,9531.15,At Risk,5
CUST-00031,Bhavya Oommen,PREMIUM,165.0,1,8426.37,Developing,5
CUST-00123,Panini Bath,REGULAR,550.0,2,7346.92,At Risk,5
CUST-00265,Om Amble,VIP,408.0,2,7017.88,At Risk,5
CUST-00102,Vrishti Natarajan,REGULAR,287.0,2,6129.16,At Risk,5
CUST-00331,Gaurang Pal,REGULAR,86.0,1,5968.05,Developing,5
CUST-00400,Faras Parmar,VIP,766.0,3,5446.92,At Risk,5
CUST-00294,Madhavi Narayanan,VIP,56.0,1,4294.26,Developing,5
CUST-00305,Netra Karan,VIP,531.0,2,3289.31,At Risk,5
CUST-00142,Sai Vala,VIP,192.0,1,2291.64,Developing,5
CUST-00042,Gaurangi Bhasin,REGULAR,357.0,2,2060.17,At Risk,5
CUST-00346,Mohammed Mander,PREMIUM,180.0,1,0.0,Developing,5
CUST-00276,Vasana Nayak,REGULAR,2364.0,1,27584.28,At Risk,4
CUST-00260,Jhalak Hans,PREMIUM,1964.0,1,27393.99,At Risk,4
CUST-00253,Harini Dhar,REGULAR,1339.0,1,23775.65,At Risk,4
CUST-00104,Jacob Sastry,REGULAR,1605.0,1,23484.05,At Risk,4
CUST-00295,Arin Varty,REGULAR,1240.0,1,19324.39,At Risk,4
CUST-00055,Vyanjana Oommen,PREMIUM,1864.0,2,18981.59,At Risk,4
CUST-00377,David Dugal,REGULAR,2261.0,2,17189.16,At Risk,4
CUST-00356,Anvi Ben,REGULAR,831.0,1,17100.39,At Risk,4
CUST-00072,Bimala Bains,REGULAR,1305.0,2,16545.6,At Risk,4
CUST-00148,Vivaan Mital,VIP,1587.0,2,15436.02,At Risk,4
CUST-00200,Chaman De,PREMIUM,1026.0,1,14739.04,At Risk,4
CUST-00043,Ishaan Ramachandran,REGULAR,1742.0,2,14349.25,At Risk,4
CUST-00250,Upma Raj,PREMIUM,877.0,1,13575.13,At Risk,4
CUST-00131,Laban Wadhwa,REGULAR,1449.0,2,11948.68,At Risk,4
CUST-00383,Lajita Pandey,PREMIUM,1047.0,1,11195.52,At Risk,4
CUST-00202,Abdul Murty,PREMIUM,2308.0,2,11149.48,At Risk,4
CUST-00337,Aishani Gopal,REGULAR,1090.0,1,10929.75,At Risk,4
CUST-00422,Omkaar Bhatnagar,PREMIUM,853.0,1,10713.98,At Risk,4
CUST-00007,Chameli Bath,VIP,1582.0,3,10229.93,At Risk,4
CUST-00238,Avni Suresh,PREMIUM,706.0,2,7491.55,At Risk,4
CUST-00108,Avni Nayak,PREMIUM,2357.0,1,18901.26,At Risk,3
CUST-00023,Devika Sarin,VIP,1506.0,1,15971.03,At Risk,3
CUST-00114,Matthew Bhakta,REGULAR,1873.0,1,13148.67,At Risk,3
CUST-00456,Yashica Ramakrishnan,VIP,1331.0,1,12967.01,At Risk,3
CUST-00208,Hritik Dasgupta,REGULAR,1743.0,1,12770.91,At Risk,3
CUST-00003,Caleb Loyal,VIP,2035.0,1,12579.26,At Risk,3
CUST-00285,Bishakha Bal,PREMIUM,1557.0,1,12163.21,At Risk,3
CUST-00056,Fiyaz Nagarajan,REGULAR,1828.0,1,11874.5,At Risk,3
CUST-00491,Maya Wali,VIP,2145.0,1,11582.66,At Risk,3
CUST-00324,Upasna Ray,PREMIUM,2074.0,1,10926.74,At Risk,3
CUST-00462,Bishakha Gara,PREMIUM,1477.0,2,9350.2,At Risk,3
CUST-00268,Krishna Patla,PREMIUM,966.0,1,7295.29,At Risk,3
CUST-00288,Kevin Ratti,PREMIUM,699.0,1,6991.68,At Risk,3
CUST-00406,Gautami Dada,REGULAR,1267.0,1,6983.6,At Risk,3
CUST-00193,Anirudh Rege,PREMIUM,898.0,1,6976.85,At Risk,3
CUST-00034,Pratyush Sahota,REGULAR,1888.0,2,6787.27,At Risk,3
CUST-00343,Chanakya Chakraborty,REGULAR,1936.0,2,6664.28,At Risk,3
CUST-00371,Rayaan Golla,VIP,989.0,1,6548.7,At Risk,3
CUST-00001,Theodore Arya,VIP,1109.0,1,5469.67,At Risk,3
CUST-00330,Indrajit Bhatnagar,PREMIUM,1529.0,2,5448.46,At Risk,3
CUST-00068,Devansh Parsa,PREMIUM,774.0,1,4564.56,At Risk,3
CUST-00470,Jagrati Raghavan,REGULAR,2096.0,2,3578.3,At Risk,3
CUST-00273,Yamini Handa,VIP,1155.0,1,85.83,At Risk,3
CUST-00311,Tanmayi Sathe,VIP,875.0,1,0.0,At Risk,3
CUST-00141,Warda Prakash,PREMIUM,1176.0,1,0.0,At Risk,3
CUST-00010,Brinda Raman,VIP,1613.0,1,10018.58,At Risk,2
CUST-00204,Zansi Gala,VIP,2385.0,1,9194.23,At Risk,2
CUST-00469,Balendra Rajagopal,VIP,1818.0,1,8119.7,At Risk,2
CUST-00032,Ekanta Bhagat,VIP,1614.0,1,7779.43,At Risk,2
CUST-00134,Oscar Yogi,PREMIUM,2217.0,1,7699.65,At Risk,2
CUST-00266,Ekavir Bassi,REGULAR,1361.0,1,6587.15,At Risk,2
CUST-00416,Nicholas Chana,VIP,2114.0,1,6481.71,At Risk,2
CUST-00453,Tara Manne,VIP,2026.0,1,6119.78,At Risk,2
CUST-00316,Elijah Varghese,PREMIUM,1509.0,1,5584.79,At Risk,2
CUST-00287,Henry Ramaswamy,PREMIUM,1297.0,1,5532.32,At Risk,2
CUST-00476,Aayush Borra,REGULAR,2179.0,1,5411.44,At Risk,2
CUST-00378,Fitan Khalsa,PREMIUM,1674.0,1,5337.64,At Risk,2
CUST-00468,Zansi Brahmbhatt,PREMIUM,1371.0,1,5188.07,At Risk,2
CUST-00035,Tamanna Sethi,PREMIUM,1335.0,1,4957.74,At Risk,2
CUST-00199,Aarnav Sastry,REGULAR,1799.0,1,3683.3,At Risk,2
CUST-00106,Rajata Balakrishnan,REGULAR,2107.0,1,99.93,At Risk,2
CUST-00304,Tripti Kaur,VIP,1787.0,1,0.0,At Risk,2
CUST-00122,Nathan Swamy,PREMIUM,2335.0,1,0.0,At Risk,2
CUST-00011,Wakeeta Choudhary,VIP,,0,0.0,At Risk,2
CUST-00013,Ekani Bose,REGULAR,,0,0.0,At Risk,2
CUST-00027,Ekta Arora,PREMIUM,,0,0.0,At Risk,2
CUST-00037,Chatresh Kohli,VIP,,0,0.0,At Risk,2
CUST-00057,Yahvi Varkey,REGULAR,,0,0.0,At Risk,2
CUST-00088,Ekantika Chacko,REGULAR,,0,0.0,At Risk,2
CUST-00090,Gaurang Sagar,REGULAR,,0,0.0,At Risk,2
CUST-00130,Hritik Dugar,PREMIUM,,0,0.0,At Risk,2
CUST-00133,Vanya Ramachandran,VIP,,0,0.0,At Risk,2
CUST-00137,Chaitanya Narayan,VIP,,0,0.0,At Risk,2
CUST-00191,Falguni Lall,REGULAR,,0,0.0,At Risk,2
CUST-00198,Bahadurjit Pandya,REGULAR,,0,0.0,At Risk,2
CUST-00212,Parth Sur,PREMIUM,,0,0.0,At Risk,2
CUST-00232,Deepa Bajwa,REGULAR,,0,0.0,At Risk,2
CUST-00263,Harish Seshadri,PREMIUM,,0,0.0,At Risk,2
CUST-00281,Manthan Rama,REGULAR,,0,0.0,At Risk,2
CUST-00308,Anvi Oza,REGULAR,,0,0.0,At Risk,2
CUST-00315,Nathan Bhatnagar,PREMIUM,,0,0.0,At Risk,2
CUST-00319,Krish Thakur,REGULAR,,0,0.0,At Risk,2
CUST-00327,Aarini Goda,PREMIUM,,0,0.0,At Risk,2
CUST-00341,Aashi Gade,VIP,,0,0.0,At Risk,2
CUST-00357,Advaith Sen,PREMIUM,,0,0.0,At Risk,2
CUST-00418,Anay Swamy,PREMIUM,,0,0.0,At Risk,2
CUST-00420,Vasana Dora,VIP,,0,0.0,At Risk,2
CUST-00438,Isha Tak,PREMIUM,,0,0.0,At Risk,2
CUST-00460,Dayita Suri,PREMIUM,,0,0.0,At Risk,2
CUST-00475,Indira Morar,PREMIUM,,0,0.0,At Risk,2
CUST-00484,Mitali Seth,PREMIUM,,0,0.0,At Risk,2
CUST-00486,Faraj Nayak,VIP,,0,0.0,At Risk,2
CUST-00495,Atharv Dar,VIP,,0,0.0,At Risk,2
